"","language","speechno","sentence_text","pre_sentence","post_sentence"
"SV15_13","SV",15,"Jag anser att det är hyckleri.","Vilket föredrar ni: vill ni att koldioxiden kommer till oss från länder utanför EU eller vill ni att det ska vara möjligt att behandla och lagra koldioxid med vår egen europeiska teknik? Jag anser inte att ert sätt att förkasta möjligheten till europeiskt kol är liberalism.",""
"SV16_1","SV",16,"Fru talman! Kol är en viktig faktor i EU:s energiblandning.","","Kolbrytningssektorn skapar 280 000 arbetstillfällen i EU, framför allt i områden med en enda industrigren. Därför är det viktigt för unionen att tillgodose en så stor del av sitt kolbehov som möjligt från den inhemska produktionen, självklart till ett konkurrenskraftigt pris, som bygger på metoder för att strömlinjeforma brytningen och bearbetningen av kolet."
"SV16_2","SV",16,"Kolbrytningssektorn skapar 280 000 arbetstillfällen i EU, framför allt i områden med en enda industrigren.","Fru talman! Kol är en viktig faktor i EU:s energiblandning.","Därför är det viktigt för unionen att tillgodose en så stor del av sitt kolbehov som möjligt från den inhemska produktionen, självklart till ett konkurrenskraftigt pris, som bygger på metoder för att strömlinjeforma brytningen och bearbetningen av kolet. Utan statligt stöd kommer produktionen att minska med 20 procent, vilket innebär att 100 000 jobb försvinner."
"SV16_3","SV",16,"Därför är det viktigt för unionen att tillgodose en så stor del av sitt kolbehov som möjligt från den inhemska produktionen, självklart till ett konkurrenskraftigt pris, som bygger på metoder för att strömlinjeforma brytningen och bearbetningen av kolet.","Fru talman! Kol är en viktig faktor i EU:s energiblandning. Kolbrytningssektorn skapar 280 000 arbetstillfällen i EU, framför allt i områden med en enda industrigren.","Utan statligt stöd kommer produktionen att minska med 20 procent, vilket innebär att 100 000 jobb försvinner. Statligt stöd för stenkolsindustrin är en absolut nödvändighet för gruvor som inte är konkurrenskraftiga."
"SV16_4","SV",16,"Utan statligt stöd kommer produktionen att minska med 20 procent, vilket innebär att 100 000 jobb försvinner.","Kolbrytningssektorn skapar 280 000 arbetstillfällen i EU, framför allt i områden med en enda industrigren. Därför är det viktigt för unionen att tillgodose en så stor del av sitt kolbehov som möjligt från den inhemska produktionen, självklart till ett konkurrenskraftigt pris, som bygger på metoder för att strömlinjeforma brytningen och bearbetningen av kolet.","Statligt stöd för stenkolsindustrin är en absolut nödvändighet för gruvor som inte är konkurrenskraftiga. De saknar konkurrenskraft på grund av sin föråldrade tekniska utrustning."
"SV16_5","SV",16,"Statligt stöd för stenkolsindustrin är en absolut nödvändighet för gruvor som inte är konkurrenskraftiga.","Därför är det viktigt för unionen att tillgodose en så stor del av sitt kolbehov som möjligt från den inhemska produktionen, självklart till ett konkurrenskraftigt pris, som bygger på metoder för att strömlinjeforma brytningen och bearbetningen av kolet. Utan statligt stöd kommer produktionen att minska med 20 procent, vilket innebär att 100 000 jobb försvinner.","De saknar konkurrenskraft på grund av sin föråldrade tekniska utrustning. Med hjälp av statligt stöd skulle dessa gruvor kunna utrustas för att garantera anställningstryggheten."
"SV16_6","SV",16,"De saknar konkurrenskraft på grund av sin föråldrade tekniska utrustning.","Utan statligt stöd kommer produktionen att minska med 20 procent, vilket innebär att 100 000 jobb försvinner. Statligt stöd för stenkolsindustrin är en absolut nödvändighet för gruvor som inte är konkurrenskraftiga.","Med hjälp av statligt stöd skulle dessa gruvor kunna utrustas för att garantera anställningstryggheten. Jämfört med kommissionens förslag stöder vi förslaget om att tidsfristen för nedläggningen av gruvorna flyttas fram."
"SV16_7","SV",16,"Med hjälp av statligt stöd skulle dessa gruvor kunna utrustas för att garantera anställningstryggheten.","Statligt stöd för stenkolsindustrin är en absolut nödvändighet för gruvor som inte är konkurrenskraftiga. De saknar konkurrenskraft på grund av sin föråldrade tekniska utrustning.","Jämfört med kommissionens förslag stöder vi förslaget om att tidsfristen för nedläggningen av gruvorna flyttas fram. Utskottet för industrifrågor, forskning och energi röstade för 2020 som tidsgräns och vi kommer att stödja den kompromiss som föredraganden Bernhard Rapkay så framgångsrikt har nått tillsammans med ledamöter från andra politiska grupper."
"SV16_8","SV",16,"Jämfört med kommissionens förslag stöder vi förslaget om att tidsfristen för nedläggningen av gruvorna flyttas fram.","De saknar konkurrenskraft på grund av sin föråldrade tekniska utrustning. Med hjälp av statligt stöd skulle dessa gruvor kunna utrustas för att garantera anställningstryggheten.","Utskottet för industrifrågor, forskning och energi röstade för 2020 som tidsgräns och vi kommer att stödja den kompromiss som föredraganden Bernhard Rapkay så framgångsrikt har nått tillsammans med ledamöter från andra politiska grupper. Vi stöder borttagandet av artikel 3.1 h, i synnerhet den procentsats som har föreskrivits för att gradvis fasa ut beviljat stöd så att medlemsstater som beviljar statligt stöd till kolgruvor som inte är konkurrenskraftiga får så stor flexibilitet som möjligt."
"SV16_9","SV",16,"Utskottet för industrifrågor, forskning och energi röstade för 2020 som tidsgräns och vi kommer att stödja den kompromiss som föredraganden Bernhard Rapkay så framgångsrikt har nått tillsammans med ledamöter från andra politiska grupper.","Med hjälp av statligt stöd skulle dessa gruvor kunna utrustas för att garantera anställningstryggheten. Jämfört med kommissionens förslag stöder vi förslaget om att tidsfristen för nedläggningen av gruvorna flyttas fram.","Vi stöder borttagandet av artikel 3.1 h, i synnerhet den procentsats som har föreskrivits för att gradvis fasa ut beviljat stöd så att medlemsstater som beviljar statligt stöd till kolgruvor som inte är konkurrenskraftiga får så stor flexibilitet som möjligt. Jag anser dock att medlemsstaterna också bör lägga fram planer för den ekonomiska och sociala utvecklingen i gruvområdena."
"SV16_10","SV",16,"Vi stöder borttagandet av artikel 3.1 h, i synnerhet den procentsats som har föreskrivits för att gradvis fasa ut beviljat stöd så att medlemsstater som beviljar statligt stöd till kolgruvor som inte är konkurrenskraftiga får så stor flexibilitet som möjligt.","Jämfört med kommissionens förslag stöder vi förslaget om att tidsfristen för nedläggningen av gruvorna flyttas fram. Utskottet för industrifrågor, forskning och energi röstade för 2020 som tidsgräns och vi kommer att stödja den kompromiss som föredraganden Bernhard Rapkay så framgångsrikt har nått tillsammans med ledamöter från andra politiska grupper.","Jag anser dock att medlemsstaterna också bör lägga fram planer för den ekonomiska och sociala utvecklingen i gruvområdena. Detta är ofta regioner som har en enda industrigren."
"SV16_11","SV",16,"Jag anser dock att medlemsstaterna också bör lägga fram planer för den ekonomiska och sociala utvecklingen i gruvområdena.","Utskottet för industrifrågor, forskning och energi röstade för 2020 som tidsgräns och vi kommer att stödja den kompromiss som föredraganden Bernhard Rapkay så framgångsrikt har nått tillsammans med ledamöter från andra politiska grupper. Vi stöder borttagandet av artikel 3.1 h, i synnerhet den procentsats som har föreskrivits för att gradvis fasa ut beviljat stöd så att medlemsstater som beviljar statligt stöd till kolgruvor som inte är konkurrenskraftiga får så stor flexibilitet som möjligt.","Detta är ofta regioner som har en enda industrigren. Syftet med dessa utvecklingsplaner bör vara att skapa arbetstillfällen och att investera i energieffektivitet och energiproduktion från förnybara källor."
"SV16_12","SV",16,"Detta är ofta regioner som har en enda industrigren.","Vi stöder borttagandet av artikel 3.1 h, i synnerhet den procentsats som har föreskrivits för att gradvis fasa ut beviljat stöd så att medlemsstater som beviljar statligt stöd till kolgruvor som inte är konkurrenskraftiga får så stor flexibilitet som möjligt. Jag anser dock att medlemsstaterna också bör lägga fram planer för den ekonomiska och sociala utvecklingen i gruvområdena.","Syftet med dessa utvecklingsplaner bör vara att skapa arbetstillfällen och att investera i energieffektivitet och energiproduktion från förnybara källor. Jag gratulerar fördraganden Bernhard Rapkay till hans betänkande och till det arbete han har utfört."
"SV16_13","SV",16,"Syftet med dessa utvecklingsplaner bör vara att skapa arbetstillfällen och att investera i energieffektivitet och energiproduktion från förnybara källor.","Jag anser dock att medlemsstaterna också bör lägga fram planer för den ekonomiska och sociala utvecklingen i gruvområdena. Detta är ofta regioner som har en enda industrigren.","Jag gratulerar fördraganden Bernhard Rapkay till hans betänkande och till det arbete han har utfört."
"SV16_14","SV",16,"Jag gratulerar fördraganden Bernhard Rapkay till hans betänkande och till det arbete han har utfört.","Detta är ofta regioner som har en enda industrigren. Syftet med dessa utvecklingsplaner bör vara att skapa arbetstillfällen och att investera i energieffektivitet och energiproduktion från förnybara källor.",""
"SV17_1","SV",17,"Fru talman, mina damer och herrar! För det första skulle jag vilja gratulera Joaquín Almunia till den öppna diskussion som har ägt rum i kommissionen.","","Det finns goda skäl till varför du och kommissionens ordförande José Manuel Barroso deltog i debatten i kommissionärskollegiet med ett helt annat år i åtanke. Det gläder mig att kommissionen kan diskutera frågor så öppet ur ett regleringsperspektiv och sedan omkasta sitt beslut."
"SV17_2","SV",17,"Det finns goda skäl till varför du och kommissionens ordförande José Manuel Barroso deltog i debatten i kommissionärskollegiet med ett helt annat år i åtanke.","Fru talman, mina damer och herrar! För det första skulle jag vilja gratulera Joaquín Almunia till den öppna diskussion som har ägt rum i kommissionen.","Det gläder mig att kommissionen kan diskutera frågor så öppet ur ett regleringsperspektiv och sedan omkasta sitt beslut. Det är både beundransvärt och anmärkningsvärt."
"SV17_3","SV",17,"Det gläder mig att kommissionen kan diskutera frågor så öppet ur ett regleringsperspektiv och sedan omkasta sitt beslut.","Fru talman, mina damer och herrar! För det första skulle jag vilja gratulera Joaquín Almunia till den öppna diskussion som har ägt rum i kommissionen. Det finns goda skäl till varför du och kommissionens ordförande José Manuel Barroso deltog i debatten i kommissionärskollegiet med ett helt annat år i åtanke.","Det är både beundransvärt och anmärkningsvärt. Det är bra att du stöder det nya beslutet här."
"SV17_4","SV",17,"Det är både beundransvärt och anmärkningsvärt.","Det finns goda skäl till varför du och kommissionens ordförande José Manuel Barroso deltog i debatten i kommissionärskollegiet med ett helt annat år i åtanke. Det gläder mig att kommissionen kan diskutera frågor så öppet ur ett regleringsperspektiv och sedan omkasta sitt beslut.","Det är bra att du stöder det nya beslutet här. Det finns ett antal goda skäl till det här beslutet."
"SV17_5","SV",17,"Det är bra att du stöder det nya beslutet här.","Det gläder mig att kommissionen kan diskutera frågor så öppet ur ett regleringsperspektiv och sedan omkasta sitt beslut. Det är både beundransvärt och anmärkningsvärt.","Det finns ett antal goda skäl till det här beslutet. De berörda medlemsstaterna har utarbetat planer."
"SV17_6","SV",17,"Det finns ett antal goda skäl till det här beslutet.","Det är både beundransvärt och anmärkningsvärt. Det är bra att du stöder det nya beslutet här.","De berörda medlemsstaterna har utarbetat planer. Det finns färdiga planer och jag kan bara säga att jag är nöjd med att översynsklausulen har tagits bort."
"SV17_7","SV",17,"De berörda medlemsstaterna har utarbetat planer.","Det är bra att du stöder det nya beslutet här. Det finns ett antal goda skäl till det här beslutet.","Det finns färdiga planer och jag kan bara säga att jag är nöjd med att översynsklausulen har tagits bort. Enligt denna klausul skulle vi vara tvungna att börja reda ut denna trassliga härva än en gång från 2012 och framåt i den största berörda medlemsstaten, dvs Tyskland."
"SV17_8","SV",17,"Det finns färdiga planer och jag kan bara säga att jag är nöjd med att översynsklausulen har tagits bort.","Det finns ett antal goda skäl till det här beslutet. De berörda medlemsstaterna har utarbetat planer.","Enligt denna klausul skulle vi vara tvungna att börja reda ut denna trassliga härva än en gång från 2012 och framåt i den största berörda medlemsstaten, dvs Tyskland. Detta innebär att diskussionen i kommissionärskollegiet har fått ett mycket framgångsrikt resultat."
"SV17_9","SV",17,"Enligt denna klausul skulle vi vara tvungna att börja reda ut denna trassliga härva än en gång från 2012 och framåt i den största berörda medlemsstaten, dvs Tyskland.","De berörda medlemsstaterna har utarbetat planer. Det finns färdiga planer och jag kan bara säga att jag är nöjd med att översynsklausulen har tagits bort.","Detta innebär att diskussionen i kommissionärskollegiet har fått ett mycket framgångsrikt resultat. Jag vet att det blir 2018 så småningom."
"SV17_10","SV",17,"Detta innebär att diskussionen i kommissionärskollegiet har fått ett mycket framgångsrikt resultat.","Det finns färdiga planer och jag kan bara säga att jag är nöjd med att översynsklausulen har tagits bort. Enligt denna klausul skulle vi vara tvungna att börja reda ut denna trassliga härva än en gång från 2012 och framåt i den största berörda medlemsstaten, dvs Tyskland.","Jag vet att det blir 2018 så småningom. Jag är också glad över att gruvindustrin har säkerheten att planera framåt och jag kommer att rösta i enlighet med detta."
"SV17_11","SV",17,"Jag vet att det blir 2018 så småningom.","Enligt denna klausul skulle vi vara tvungna att börja reda ut denna trassliga härva än en gång från 2012 och framåt i den största berörda medlemsstaten, dvs Tyskland. Detta innebär att diskussionen i kommissionärskollegiet har fått ett mycket framgångsrikt resultat.","Jag är också glad över att gruvindustrin har säkerheten att planera framåt och jag kommer att rösta i enlighet med detta. Jag kan dock se att vinnaren här är regleringspolitiken."
"SV17_12","SV",17,"Jag är också glad över att gruvindustrin har säkerheten att planera framåt och jag kommer att rösta i enlighet med detta.","Detta innebär att diskussionen i kommissionärskollegiet har fått ett mycket framgångsrikt resultat. Jag vet att det blir 2018 så småningom.","Jag kan dock se att vinnaren här är regleringspolitiken."
"SV17_13","SV",17,"Jag kan dock se att vinnaren här är regleringspolitiken.","Jag vet att det blir 2018 så småningom. Jag är också glad över att gruvindustrin har säkerheten att planera framåt och jag kommer att rösta i enlighet med detta.",""
"SV18_1","SV",18,"Fru talman! Jag har lyssnat till kollegerna, som betonade hur viktigt kol är för den europeiska ekonomins energisäkerhet.","","Jag skulle vilja framföra ett annat argument. I vissa länder, inklusive Rumänien, som i flera år drabbats av torka - vilket har blivit allt vanligare - har produktionen av vattenkraft och kärnenergi minskat."
"SV18_2","SV",18,"Jag skulle vilja framföra ett annat argument.","Fru talman! Jag har lyssnat till kollegerna, som betonade hur viktigt kol är för den europeiska ekonomins energisäkerhet.","I vissa länder, inklusive Rumänien, som i flera år drabbats av torka - vilket har blivit allt vanligare - har produktionen av vattenkraft och kärnenergi minskat. Kol har varit den enda tillgången som mitt land och andra länder har haft till sitt omedelbara förfogande för att öka energiproduktionen."
"SV18_3","SV",18,"I vissa länder, inklusive Rumänien, som i flera år drabbats av torka - vilket har blivit allt vanligare - har produktionen av vattenkraft och kärnenergi minskat.","Fru talman! Jag har lyssnat till kollegerna, som betonade hur viktigt kol är för den europeiska ekonomins energisäkerhet. Jag skulle vilja framföra ett annat argument.","Kol har varit den enda tillgången som mitt land och andra länder har haft till sitt omedelbara förfogande för att öka energiproduktionen. Vi har ett antal gruvor som inte är lönsamma men som har omstruktureringsprogram som sträcker sig förbi 2014."
"SV18_4","SV",18,"Kol har varit den enda tillgången som mitt land och andra länder har haft till sitt omedelbara förfogande för att öka energiproduktionen.","Jag skulle vilja framföra ett annat argument. I vissa länder, inklusive Rumänien, som i flera år drabbats av torka - vilket har blivit allt vanligare - har produktionen av vattenkraft och kärnenergi minskat.","Vi har ett antal gruvor som inte är lönsamma men som har omstruktureringsprogram som sträcker sig förbi 2014. Som liberal motsätter jag mig att bidrag beviljas till kommersiella företag, men inte när det handlar om företag som har fastställda omstruktureringsprogram."
"SV18_5","SV",18,"Vi har ett antal gruvor som inte är lönsamma men som har omstruktureringsprogram som sträcker sig förbi 2014.","I vissa länder, inklusive Rumänien, som i flera år drabbats av torka - vilket har blivit allt vanligare - har produktionen av vattenkraft och kärnenergi minskat. Kol har varit den enda tillgången som mitt land och andra länder har haft till sitt omedelbara förfogande för att öka energiproduktionen.","Som liberal motsätter jag mig att bidrag beviljas till kommersiella företag, men inte när det handlar om företag som har fastställda omstruktureringsprogram. Följaktligen kommer jag att stödja ändringsförslaget om en längre övergångsperiod för upphörande av bidrag som beviljas till olönsamma kolgruvor."
"SV18_6","SV",18,"Som liberal motsätter jag mig att bidrag beviljas till kommersiella företag, men inte när det handlar om företag som har fastställda omstruktureringsprogram.","Kol har varit den enda tillgången som mitt land och andra länder har haft till sitt omedelbara förfogande för att öka energiproduktionen. Vi har ett antal gruvor som inte är lönsamma men som har omstruktureringsprogram som sträcker sig förbi 2014.","Följaktligen kommer jag att stödja ändringsförslaget om en längre övergångsperiod för upphörande av bidrag som beviljas till olönsamma kolgruvor."
"SV18_7","SV",18,"Följaktligen kommer jag att stödja ändringsförslaget om en längre övergångsperiod för upphörande av bidrag som beviljas till olönsamma kolgruvor.","Vi har ett antal gruvor som inte är lönsamma men som har omstruktureringsprogram som sträcker sig förbi 2014. Som liberal motsätter jag mig att bidrag beviljas till kommersiella företag, men inte när det handlar om företag som har fastställda omstruktureringsprogram.",""
"SV19_1","SV",19,"Fru talman! Även om subventionerat kol bara står för en liten del av EU:s elproduktion kommer den omedelbara och samtidiga nedläggningen av stenkolsgruvor att få avsevärda sociala följder i vissa områden i EU.","","Vi talar här om ett stort antal människor som arbetar inom denna industrisektor och som inte genast kan anställas på nytt i andra sektorer, vilket leder till arbetslöshet och framväxt av eftersatta områden. Jag anser att det krävs omedelbara åtgärder för att omskola dessa personer med hjälp av EU-medel."
"SV19_2","SV",19,"Vi talar här om ett stort antal människor som arbetar inom denna industrisektor och som inte genast kan anställas på nytt i andra sektorer, vilket leder till arbetslöshet och framväxt av eftersatta områden.","Fru talman! Även om subventionerat kol bara står för en liten del av EU:s elproduktion kommer den omedelbara och samtidiga nedläggningen av stenkolsgruvor att få avsevärda sociala följder i vissa områden i EU.","Jag anser att det krävs omedelbara åtgärder för att omskola dessa personer med hjälp av EU-medel. Tills detta sker är det absolut nödvändigt att förlänga det datum fram till vilket statligt stöd får beviljas för nedläggning av produktionsenheterna till åtminstone 2018."
"SV19_3","SV",19,"Jag anser att det krävs omedelbara åtgärder för att omskola dessa personer med hjälp av EU-medel.","Fru talman! Även om subventionerat kol bara står för en liten del av EU:s elproduktion kommer den omedelbara och samtidiga nedläggningen av stenkolsgruvor att få avsevärda sociala följder i vissa områden i EU. Vi talar här om ett stort antal människor som arbetar inom denna industrisektor och som inte genast kan anställas på nytt i andra sektorer, vilket leder till arbetslöshet och framväxt av eftersatta områden.","Tills detta sker är det absolut nödvändigt att förlänga det datum fram till vilket statligt stöd får beviljas för nedläggning av produktionsenheterna till åtminstone 2018. Jag anser också att det måste vara upp till de berörda medlemsstaterna att avgöra nivån på minskningen av det statliga stödet efter en viss period och att medlemsstaterna inte ska påläggas minimigränser."
"SV19_4","SV",19,"Tills detta sker är det absolut nödvändigt att förlänga det datum fram till vilket statligt stöd får beviljas för nedläggning av produktionsenheterna till åtminstone 2018.","Vi talar här om ett stort antal människor som arbetar inom denna industrisektor och som inte genast kan anställas på nytt i andra sektorer, vilket leder till arbetslöshet och framväxt av eftersatta områden. Jag anser att det krävs omedelbara åtgärder för att omskola dessa personer med hjälp av EU-medel.","Jag anser också att det måste vara upp till de berörda medlemsstaterna att avgöra nivån på minskningen av det statliga stödet efter en viss period och att medlemsstaterna inte ska påläggas minimigränser."
"SV19_5","SV",19,"Jag anser också att det måste vara upp till de berörda medlemsstaterna att avgöra nivån på minskningen av det statliga stödet efter en viss period och att medlemsstaterna inte ska påläggas minimigränser.","Jag anser att det krävs omedelbara åtgärder för att omskola dessa personer med hjälp av EU-medel. Tills detta sker är det absolut nödvändigt att förlänga det datum fram till vilket statligt stöd får beviljas för nedläggning av produktionsenheterna till åtminstone 2018.",""
"SV20_1","SV",20,"Fru talman, herr Almunia, mina damer och herrar! Jag vill säga några ord till våra liberala vänner och särskilt till Sophia in ’t Veld.","","Konkurrensen kommer inte att snedvridas eftersom de koleldade kraftverken kommer att fortsätta drivas med importerat kol, vilket kommer att öka deras koldioxidavtryck. Med andra ord låter det argumentet inte förnuftigt oavsett hur du ser på det."
"SV20_2","SV",20,"Konkurrensen kommer inte att snedvridas eftersom de koleldade kraftverken kommer att fortsätta drivas med importerat kol, vilket kommer att öka deras koldioxidavtryck.","Fru talman, herr Almunia, mina damer och herrar! Jag vill säga några ord till våra liberala vänner och särskilt till Sophia in ’t Veld.","Med andra ord låter det argumentet inte förnuftigt oavsett hur du ser på det. Dessutom kan detta inte fortsätta efter 2018, exempelvis i Tysklands fall, eftersom fördraget, som gäller för alla berörda och inte bara för staten, kräver att allt ska avslutas 2018, så att de långsiktiga kostnaderna för nedläggningen av gruvorna inte ska bäras av staten."
"SV20_3","SV",20,"Med andra ord låter det argumentet inte förnuftigt oavsett hur du ser på det.","Fru talman, herr Almunia, mina damer och herrar! Jag vill säga några ord till våra liberala vänner och särskilt till Sophia in ’t Veld. Konkurrensen kommer inte att snedvridas eftersom de koleldade kraftverken kommer att fortsätta drivas med importerat kol, vilket kommer att öka deras koldioxidavtryck.","Dessutom kan detta inte fortsätta efter 2018, exempelvis i Tysklands fall, eftersom fördraget, som gäller för alla berörda och inte bara för staten, kräver att allt ska avslutas 2018, så att de långsiktiga kostnaderna för nedläggningen av gruvorna inte ska bäras av staten. De långsiktiga kostnaderna, som kommer att uppgå till många miljoner över flera årtionden, kommer att betalas av en fond."
"SV20_4","SV",20,"Dessutom kan detta inte fortsätta efter 2018, exempelvis i Tysklands fall, eftersom fördraget, som gäller för alla berörda och inte bara för staten, kräver att allt ska avslutas 2018, så att de långsiktiga kostnaderna för nedläggningen av gruvorna inte ska bäras av staten.","Konkurrensen kommer inte att snedvridas eftersom de koleldade kraftverken kommer att fortsätta drivas med importerat kol, vilket kommer att öka deras koldioxidavtryck. Med andra ord låter det argumentet inte förnuftigt oavsett hur du ser på det.","De långsiktiga kostnaderna, som kommer att uppgå till många miljoner över flera årtionden, kommer att betalas av en fond. Om fonden skulle kollapsa skulle det kosta staten mycket pengar på obestämd tid."
"SV20_5","SV",20,"De långsiktiga kostnaderna, som kommer att uppgå till många miljoner över flera årtionden, kommer att betalas av en fond.","Med andra ord låter det argumentet inte förnuftigt oavsett hur du ser på det. Dessutom kan detta inte fortsätta efter 2018, exempelvis i Tysklands fall, eftersom fördraget, som gäller för alla berörda och inte bara för staten, kräver att allt ska avslutas 2018, så att de långsiktiga kostnaderna för nedläggningen av gruvorna inte ska bäras av staten.","Om fonden skulle kollapsa skulle det kosta staten mycket pengar på obestämd tid. När ett sådant smart koncept med en tydlig slutpunkt har utvecklats är det viktigt att göra det rättvisa och inte försöka hitta på teoretiska definitioner för marknaden som inte har något samband alls med avtalets verklighet."
"SV20_6","SV",20,"Om fonden skulle kollapsa skulle det kosta staten mycket pengar på obestämd tid.","Dessutom kan detta inte fortsätta efter 2018, exempelvis i Tysklands fall, eftersom fördraget, som gäller för alla berörda och inte bara för staten, kräver att allt ska avslutas 2018, så att de långsiktiga kostnaderna för nedläggningen av gruvorna inte ska bäras av staten. De långsiktiga kostnaderna, som kommer att uppgå till många miljoner över flera årtionden, kommer att betalas av en fond.","När ett sådant smart koncept med en tydlig slutpunkt har utvecklats är det viktigt att göra det rättvisa och inte försöka hitta på teoretiska definitioner för marknaden som inte har något samband alls med avtalets verklighet."
"SV20_7","SV",20,"När ett sådant smart koncept med en tydlig slutpunkt har utvecklats är det viktigt att göra det rättvisa och inte försöka hitta på teoretiska definitioner för marknaden som inte har något samband alls med avtalets verklighet.","De långsiktiga kostnaderna, som kommer att uppgå till många miljoner över flera årtionden, kommer att betalas av en fond. Om fonden skulle kollapsa skulle det kosta staten mycket pengar på obestämd tid.",""
"SV21_1","SV",21,"Fru talman! Jag vill tacka föredraganden som har besökt min region Asturien, en region som för många år sedan formade grunden för Spanien och Europa och som tack vare sitt kol och sitt folk står i förgrunden för det moderna samhället.","","Gruvdriftsområdena måste kunna fortsätta denna lovvärda vitaliserande insats utan att stöta på hinder från EU. I stället borde de få EU:s stöd."
"SV21_2","SV",21,"Gruvdriftsområdena måste kunna fortsätta denna lovvärda vitaliserande insats utan att stöta på hinder från EU.","Fru talman! Jag vill tacka föredraganden som har besökt min region Asturien, en region som för många år sedan formade grunden för Spanien och Europa och som tack vare sitt kol och sitt folk står i förgrunden för det moderna samhället.","I stället borde de få EU:s stöd. Vi måste undanröja hotet om ett slut på den inhemska kolbrytningen och i stället göra det möjligt för denna strategiska sektor att överleva på ett rimligt sätt."
"SV21_3","SV",21,"I stället borde de få EU:s stöd.","Fru talman! Jag vill tacka föredraganden som har besökt min region Asturien, en region som för många år sedan formade grunden för Spanien och Europa och som tack vare sitt kol och sitt folk står i förgrunden för det moderna samhället. Gruvdriftsområdena måste kunna fortsätta denna lovvärda vitaliserande insats utan att stöta på hinder från EU.","Vi måste undanröja hotet om ett slut på den inhemska kolbrytningen och i stället göra det möjligt för denna strategiska sektor att överleva på ett rimligt sätt. Vi måste även hjälpa sektorn att bli konkurrenskraftig inom en skälig period utan att straffa företagen efteråt."
"SV21_4","SV",21,"Vi måste undanröja hotet om ett slut på den inhemska kolbrytningen och i stället göra det möjligt för denna strategiska sektor att överleva på ett rimligt sätt.","Gruvdriftsområdena måste kunna fortsätta denna lovvärda vitaliserande insats utan att stöta på hinder från EU. I stället borde de få EU:s stöd.","Vi måste även hjälpa sektorn att bli konkurrenskraftig inom en skälig period utan att straffa företagen efteråt. Först och främst måste vi snarast uppnå icke-förorenande utvinning."
"SV21_5","SV",21,"Vi måste även hjälpa sektorn att bli konkurrenskraftig inom en skälig period utan att straffa företagen efteråt.","I stället borde de få EU:s stöd. Vi måste undanröja hotet om ett slut på den inhemska kolbrytningen och i stället göra det möjligt för denna strategiska sektor att överleva på ett rimligt sätt.","Först och främst måste vi snarast uppnå icke-förorenande utvinning. De ansenliga investeringarna i rent kol måste i första hand gagna EU och EU:s egna gruvområden."
"SV21_6","SV",21,"Först och främst måste vi snarast uppnå icke-förorenande utvinning.","Vi måste undanröja hotet om ett slut på den inhemska kolbrytningen och i stället göra det möjligt för denna strategiska sektor att överleva på ett rimligt sätt. Vi måste även hjälpa sektorn att bli konkurrenskraftig inom en skälig period utan att straffa företagen efteråt.","De ansenliga investeringarna i rent kol måste i första hand gagna EU och EU:s egna gruvområden. Det är absurt att de som motsätter sig europeiskt kol försvarar eller accepterar kol från andra delar av världen."
"SV21_7","SV",21,"De ansenliga investeringarna i rent kol måste i första hand gagna EU och EU:s egna gruvområden.","Vi måste även hjälpa sektorn att bli konkurrenskraftig inom en skälig period utan att straffa företagen efteråt. Först och främst måste vi snarast uppnå icke-förorenande utvinning.","Det är absurt att de som motsätter sig europeiskt kol försvarar eller accepterar kol från andra delar av världen. Detta kol har framställts med större miljöpåverkan, med oerhört bristfällig säkerhet och med löner som inte är konkurrenskraftiga."
"SV21_8","SV",21,"Det är absurt att de som motsätter sig europeiskt kol försvarar eller accepterar kol från andra delar av världen.","Först och främst måste vi snarast uppnå icke-förorenande utvinning. De ansenliga investeringarna i rent kol måste i första hand gagna EU och EU:s egna gruvområden.","Detta kol har framställts med större miljöpåverkan, med oerhört bristfällig säkerhet och med löner som inte är konkurrenskraftiga. Den här situationen diskriminerar vårt eget territorium och det är helt enkelt oacceptabelt att en sådan situation uppstår."
"SV21_9","SV",21,"Detta kol har framställts med större miljöpåverkan, med oerhört bristfällig säkerhet och med löner som inte är konkurrenskraftiga.","De ansenliga investeringarna i rent kol måste i första hand gagna EU och EU:s egna gruvområden. Det är absurt att de som motsätter sig europeiskt kol försvarar eller accepterar kol från andra delar av världen.","Den här situationen diskriminerar vårt eget territorium och det är helt enkelt oacceptabelt att en sådan situation uppstår. Låt oss i stället bevara vår gruvsektor genom att dra fördel av nya tekniker."
"SV21_10","SV",21,"Den här situationen diskriminerar vårt eget territorium och det är helt enkelt oacceptabelt att en sådan situation uppstår.","Det är absurt att de som motsätter sig europeiskt kol försvarar eller accepterar kol från andra delar av världen. Detta kol har framställts med större miljöpåverkan, med oerhört bristfällig säkerhet och med löner som inte är konkurrenskraftiga.","Låt oss i stället bevara vår gruvsektor genom att dra fördel av nya tekniker."
"SV21_11","SV",21,"Låt oss i stället bevara vår gruvsektor genom att dra fördel av nya tekniker.","Detta kol har framställts med större miljöpåverkan, med oerhört bristfällig säkerhet och med löner som inte är konkurrenskraftiga. Den här situationen diskriminerar vårt eget territorium och det är helt enkelt oacceptabelt att en sådan situation uppstår.",""
