"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"60004751","The result is an NHS strangled by costly red tape, with every individual transaction the subject of a separate invoice.",,,,,"and access to it will be based on need and need alone - not on your ability to pay, or on who your GP happens to be or on where you live. In 1990 the Conservatives imposed on the NHS a complex internal market of hospitals competing to win contracts from health authorities and fundholding GPs.","After six years, bureaucracy swallows an extra <U+00A3>1.5 billion per year; there are 20,000 more managers and 50,000 fewer nurses on the wards;",,4,,,,
"60004841","The savings achieved will go on direct care for patients.",,,,,"But under the Tories, the administrative costs of purchasing care have undermined provision and the market system has distorted clinical priorities. Labour will cut costs by removing the bureaucratic processes of the internal market.","As a start, the first <U+00A3>100 million saved will treat an extra 100,000 patients. We will end waiting for cancer surgery, thereby helping thousands of women waiting for breast cancer treatment.",,4,,,,
"60005091","Labour will overcome the problems that have plagued the Private Finance Initiative, end the delays, sort out the confusion and develop new forms of public/private partnership that work better and protect the interests of the NHS.",,,,,"They will monitor services, spread best practice and ensure rising standards of care. The Tory attempt to use private money to build hospitals has failed to deliver.","Labour is opposed to the privatisation of clinical services which is being actively promoted by the Conservatives. Labour will promote new developments in telemedicine - bringing expert advice from regional centres of excellence to neighbourhood level using new technology.",,4,,,,
"60005321","This is the worst record of any government since the Second World War - and for England and Wales the worst record of any major industrialised country.",,,,,"Fresh parliamentary vote to ban all handguns Under the Conservatives, crime has doubled and many more criminals get away with their crimes: the number of people convicted has fallen by a third, with only one crime in 50 leading to a conviction.","Last year alone violent crime rose 11 per cent. We propose a new approach to law and order: tough on crime and tough on the causes of crime.",,4,,,,
"60005361","The police have our strong support.",,,,,"We propose a new approach to law and order: tough on crime and tough on the causes of crime. We insist on individual responsibility for crime, and will attack the causes of crime by our measures to relieve social deprivation.","They are in the front line of the fight against crime and disorder. The Conservatives have broken their 1992 general election pledge to provide an extra 1,000 police officers.",,4,,,,
"60005501","Labour will decentralise the CPS, with local crown prosecutors co-operating more effectively with local police forces.",,,,,"Conviction and sentencing. The job of the Crown Prosecution Service is to prosecute criminals effectively. There is strong evidence that the CPS is over-centralised, bureaucratic and inefficient, with cases too often dropped, delayed, or downgraded to lesser offences.","We will implement an effective sentencing system for all the main offences to ensure greater consistency and stricter punishment for serious repeat offenders. The courts will have to spell out what each sentence really means in practice.",,4,,,,
"60005521","The courts will have to spell out what each sentence really means in practice.",,,,,"Labour will decentralise the CPS, with local crown prosecutors co-operating more effectively with local police forces. We will implement an effective sentencing system for all the main offences to ensure greater consistency and stricter punishment for serious repeat offenders.","The Court of Appeal will have a duty to lay down sentencing guidelines for all the main offences. The attorney general's power to appeal unduly lenient sentences will be extended.",,4,,,,
"60005761","Prevention. We will place a new responsibility on local authorities to develop statutory partnerships to help prevent crime.",,,,,"We will ensure that victims are kept fully informed of the progress of their case, and why charges may have been downgraded or dropped. Greater protection will be provided for victims in rape and serious sexual offence trials and for those subject to intimidation, including witnesses.","Local councils will then be required to set targets for the reduction of crime and disorder in their area. Gun control. In the wake of Dunblane and Hungerford, it is clear that only the strictest firearms laws can provide maximum safety.",,4,,,,
"60007581","Life in our countryside. Labour recognises the special needs of people who live and work in rural areas.",,,,,"The guiding objectives of our aviation strategy will be fair competition, safety and environmental standards. We want all British carriers to be able to compete fairly in the interests of consumers.","The Conservatives do not. Public services and transport services in rural areas must not be allowed to deteriorate.",,4,,,,
"60008131","More independent but accountable local government ",,,,,"Devolved power in Scotland and Wales  Elected mayors for London and other cities ","Freedom of information and guaranteed human rights The Conservatives seem opposed to the very idea of democracy.",,4,,,,
"60008991","Meanwhile local authorities have come together to create a more co-ordinated regional voice.",,,,,"We will make it happen. The regions of England. The Conservatives have created a tier of regional government in England through quangos and government regional offices.","Labour will build on these developments through the establishment of regional chambers to co-ordinate transport, planning, economic development, bids for European funding and land use planning. Demand for directly elected regional government so varies across England that it would be wrong to impose a uniform system.",,4,,,,
"60009121","Labour will undertake a wide-ranging review both of the reform of the civil justice system and Legal Aid.",,,,,"We will seek to end unjustifiable discrimination wherever it exists. For example, we support comprehensive, enforceable civil rights for disabled people against discrimination in society or at work, developed in partnership with all interested parties.","We will achieve value for money for the taxpayer and the consumer. A community legal service will develop local, regional and national plans for the development of Legal Aid according to the needs and priorities of regions and areas.",,4,,,,
"60009201","We will, however, reform the system in current use to remove the arbitrary and unfair results that can follow from the existing 'primary purpose' rule.",,,,,"There are, rightly, criteria for those who want to enter this country to join husband or wife. We will ensure that these are properly enforced.","There will be a streamlined system of appeals for visitors denied a visa. The system for dealing with asylum seekers is expensive and slow - there are many undecided cases dating back beyond 1993.",,4,,,,
"60009681","Urgent reform of the Common Agricultural Policy. ",,,,,"This will strengthen Europe's competitiveness and open up new opportunities for British firms. High priority for enlargement of the European Union to include the countries of central and eastern Europe and Cyprus, and the institutional reforms necessary to make an enlarged Europe work more efficiently.","It is costly, vulnerable to fraud and not geared to environmental protection. Enlargement and the World Trade talks in 1999 will make reform even more essential.",,4,,,,
"60009791","Successful companies already work closely with their workforces.",,,,,"The Social Chapter is a framework under which legislative measures can be agreed. Only two measures have been agreed - consultation for employees of large Europe-wide companies and entitlement to unpaid parental leave.","The Social Chapter cannot be used to force the harmonisation of social security or tax legislation and it does not cost jobs. We will use our participation to promote employability and flexibility, not high social costs.",,4,,,,
"10000071","Founded on this new prosperity, we are building a better Health Service and providing more care for those in need.",,,,,"Our industries are flourishing. Unemployment is falling.","Living standards are higher than ever before. Our people have the protection of a stronger defence and more police.",,3,,,,
"10000931","That is something we must all achieve by our own efforts.",,,,,"They would take the important decisions - as tenants, home-owners, parents, employees, and trade unionists rather than having them taken for them. Of course, it is not possible to give people independence.","But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership",,3,,,,
"10002451","We will continue to defend the right to independent education as part of a free society.",,,,,"We will expand the Assisted Places Scheme to 35,000. This highly successful scheme has enabled 25,000 talented children from less-well-off backgrounds to gain places at the 230 independent schools currently in the scheme.","It is under threat from all the other parties. Fourth, we will allow state schools to opt out of LEA control.",,3,,,,
"10004291","The Employment and Training Services. We will take further steps to provide a comprehensive service to the unemployed.",,,,,"Under the new policy, offers of assistance have already been made which should secure almost 300,000 jobs. We will continue to ensure that assistance is directed where it is most needed.","We will consult the Manpower Services Commission about transferring JobCentres to the Department of Employment so that they can work more closely with Unemployment Benefit Offices. The Manpower Services Commission would then become primarily a training agency.",,3,,,,
"10005361","They have made us into the world's sixth largest exporter of cereals when we had been a net importer for decades before.",,,,,"Agriculture and the Rural Economy. Farming. Britain's farmers serve the nation well. They produce 80 per cent of the food we grow compared with 60 per cent only 10 years ago.","They look after 80 per cent of the British countryside. And consumer food prices have risen less than the cost of living, unlike the Labour years.",,3,,,,
"10007911","Reforming the Law. Since the last election the Government has made a number of important reforms of family law.",,,,,"We also want to see all ethnic minorities participating fully in British culture. They will suffer permanent disadvantage if they remain in linguistic and cultural ghettos.","These cover the law of maintenance and distribution of property following divorce, measures to prevent the abduction of children and the law of illegitimacy. Particular laws which are not enforced or which are full of obvious anomalies risk bringing the law itself into disrepute.",,3,,,,
"20000721","In areas of government where secrecy is needed, we will introduce new safeguards including a committee of Privy Counsellors to oversee the security services.",,,,,"We will repeal Section Two of the Official Secrets Act and introduce a Freedom of Information Act so that the public have access to government information to give people access to their personal files, including medical files, held about them by public bodies and to build on the foundation laid by the Access to Personal Files Act, which was introduced as a private members bill by a Liberal MP. We hope to strengthen data protection laws.","We do not believe that Whitehall knows best. British government has never been more centralised than it has become under Mrs. Thatcher.",,3,,,,
"20002261","This system operates successfully in Scotland.",,,,,"A limit of 110 days should be laid down as soon as possible for remand prisoners. If not prosecuted within that period, they would be released.","Probation authorities should be required to provide bail hostels adequate to accommodate their own needs. The Home Office should make a special 100% grant for the purpose.",,3,,,,
"20003041","We will work in partnership with industry and put industry first.",,,,,"Therefore:   We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies  ","There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment",,3,,,,
"20003311","We will ensure small businesses get their fair share of public contracts from both central and local government.",,,,,"We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish. We will ensure that there are business start-up schemes and expansion schemes specifically geared to encouraging enterprise by women.","We will encourage local public/private initiatives, such as the Enterprise Agencies, which we identified in our Worksearch Campaign. Industrial Investment Bonds. We will introduce Industrial Investment Bonds to liberate many new and small businesses from the high cost of borrowing start-up capital.",,3,,,,
"20007521","The huge public support for famine relief, the vigorous public debates on peace and defence and the public compassion for those suffering from oppression in many parts of the world refute the narrow-minded view that world affairs are not an election issue in Britain.",,,,,"The things we want to achieve n our own country will not be possible unless we co-operate with other countries to achieve a fairer and safer world. Our concern that people should have basic human rights and a decent life cannot stop at the Channel.","Our Aims. The Alliance is firmly internationalist. Opportunities for international co-operation have been thrown away by the Governments of the post-war years, when Britain needed to develop a new role and new relationships in a changed world.",,3,,,,
"30002281","For council tenants, we will maintain the right to buy.",,,,,"To assist house-purchasers we will introduce a housing 'log book', giving each dwelling's history, condition and construction so that purchasers will know exactly what they are buying. This will be transferred with the sale.","Local authorities, at present limited by the Tories in using the receipts from council house sales, will be required to use these proceeds to invest in new housing. For the millions who choose to remain council tenants, we will give a legal right to be consulted about rents, charges, repair and improvement programmes.",,3,,,,
"40001911","As Project Work succeeds and demonstrates that its costs can be met by the savings from getting people into work, we will extend the programme to cover the long-term unemployed nationwide.",,,,,"Those who do not find jobs are then required to work for a specific period on a community project. This helps them regain work habits and ensures they are available for work.","We will also develop an innovative Britain Works scheme which uses the experience and ingenuity of private and voluntary sectors to get people off welfare into work. Britain has one of the most mobile economies in Europe.",,3,,,,
"50002701","This is a tax switch, not a tax rise, and will be phased in gradually.",,,,,"Cut taxes on people by taxing pollution instead. To encourage energy saving, we will gradually introduce a 'carbon tax' on fossil fuels, using the funds raised to cut VAT and employers' National Insurance Contributions (the tax on jobs).","Improve energy efficiency. We will bring in new minimum standards for the energy efficiency of products, buildings and vehicles.",,3,,,,
"50004661","This body will work with the Audit Commission to ensure that all spending is monitored and results in real improvements in patient care.",,,,,"Raise standards of care in all areas. We will set up a National Inspectorate for Health and Social Care to improve standards and promote patients' interests.","Funding the Health Service. The NHS is underfunded. Too much goes into bureaucracy and not enough into patient care.",,3,,,,
"60001041","We will search out at every turn new ways and new ideas to tackle the new issues: how to encourage more flexible working hours and practices to suit employees and employers alike;",,,,,"But to lead means to be involved, to be constructive, to be capable of getting our own way. We will put concern for the<U+00CA>environment<U+00CA>at the heart of policy-making, so that it is not an add-on extra, but informs the whole of government, from housing and energy policy through to global warming and international agreements.","how to harness the huge potential of the new information technology; how to simplify the processes of the government machine;",,3,,,,
"60001311","4. We will get 250,000 young unemployed off benefit and into work ",,,,,"2. There will be no increase in the basic or top rates of income tax  3. We will provide stable economic growth with low inflation, and promote dynamic and competitive business and industry at home and abroad ","5. We will rebuild the NHS, reducing spending on administration and increasing spending on patient care  6. We will be tough on crime and tough on the causes of crime, and halve the time it takes persistent juvenile offenders to come to court ",,3,,,,
"60002771","Early Budget to get people off welfare and into work.",,,,,"Five-year pledge: no increase in income tax rates  Long-term objective of ten pence starting rate of income tax ","The Conservatives have in 18 years created the two longest, deepest recessions this century. We have experienced the slowest average growth rate of any similar period since the second world war.",,3,,,,
"60004821","But under the Tories, the administrative costs of purchasing care have undermined provision and the market system has distorted clinical priorities.",,,,,"There can be no return to top-down management, but Labour will end the Conservatives' internal market in healthcare. The planning and provision of care are necessary and distinct functions, and will remain so.","Labour will cut costs by removing the bureaucratic processes of the internal market. The savings achieved will go on direct care for patients.",,3,,,,
"60007121","No one can escape unhealthy water, polluted air or adverse climate change.",,,,,"The Department of National Heritage will develop a strategic vision that matches the real power and energy of British arts, media and cultural industries. Protecting the environment. Our generation, and generations yet to come, are dependent on the integrity of the environment.","And just as these problems affect us all, so we must act together to tackle them. No responsible government can afford to take risks with the future: the cost is too high.",,3,,,,
"60003101","New Labour will be wise spenders, not big spenders.",,,,,"The public finances remain weak. A new Labour government will give immediate high priority to seeing how public money can be better used.","We will work in partnership with the private sector to achieve our goals. We will ask about public spending the first question that a manager in any company would ask - can existing resources be used more effectively to meet our priorities?",,2,,,,
"40001141","That is exactly what Britain is achieving.",,,,,"During the next parliament, we will maintain an inflation target of 2.5% or less. Rising Living Standards. The only secure base for rising living standards is a strongly growing economy, low levels of public spending and taxation, and stable prices.","People are reaping the rewards of their hard work as their take home pay increases. Between 1974 and 1979, the take home pay for a family on average earnings rose, in real terms, by just <U+00A3>1 a week in today's prices.",,1,,,,
"10000031","We have risen to fresh challenges at home and abroad.",1,,,TRUE,"We have discovered a new strength and a new pride. We have fostered a new spirit of enterprise.","Once again our economy is strong. Our industries are flourishing.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000151","A Conservative dream is at last becoming a reality.",1,,,TRUE,"Given the opportunities provided by Conservative policies, many more families now enjoy the pride of ownership of homes, of shares and of pensions. Together we are building One Nation of free, prosperous and responsible families and people.","This Manifesto points the way forward. The British Revival. This manifesto sets out our vision for the Britain of the 1990s and beyond, a future based on the aspirations of millions of individuals and their families their hopes, their needs, their security.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000161","This Manifesto points the way forward.",1,,,TRUE,"Together we are building One Nation of free, prosperous and responsible families and people. A Conservative dream is at last becoming a reality.","The British Revival. This manifesto sets out our vision for the Britain of the 1990s and beyond, a future based on the aspirations of millions of individuals and their families their hopes, their needs, their security. For the first time in a generation this country looks forward to an era of real prosperity and fulfilment.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000171","The British Revival. This manifesto sets out our vision for the Britain of the 1990s and beyond, a future based on the aspirations of millions of individuals and their families their hopes, their needs, their security.",1,,,TRUE,"A Conservative dream is at last becoming a reality. This Manifesto points the way forward.","For the first time in a generation this country looks forward to an era of real prosperity and fulfilment. A vast change separates the Britain of today from the Britain of the late 1970s.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000241","It seems in retrospect to be the history of another country.",1,,,TRUE,"That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact? And that Labour's much-vaunted pay pact with the unions collapsed in the industrial anarchy of the winter of discontent, n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?","Yet these things happened and people had to accept them as an unavoidable part of everyday life. Reversing the Decline. Remember the conventional wisdom of the day.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000251","Yet these things happened and people had to accept them as an unavoidable part of everyday life.",1,,,TRUE,"And that Labour's much-vaunted pay pact with the unions collapsed in the industrial anarchy of the winter of discontent, n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure? It seems in retrospect to be the history of another country.","Reversing the Decline. Remember the conventional wisdom of the day. The British people were ungovernable.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000261","Reversing the Decline. Remember the conventional wisdom of the day.",1,,,TRUE,"It seems in retrospect to be the history of another country. Yet these things happened and people had to accept them as an unavoidable part of everyday life.","The British people were ungovernable. We were in the grip of an incurable British disease.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000281","We were in the grip of an incurable British disease.",1,,,TRUE,"Reversing the Decline. Remember the conventional wisdom of the day. The British people were ungovernable.","Britain was heading for irreversible decline. Well, the people were not ungovernable, the disease was not incurable, the decline has been reversed.","This sentence is mainly for rhetorical emphasis and contains no direct reference to either economic or social policy.",0,,,,
"10000431","Britain is also playing a major part on the international stage.",1,,,TRUE,"And our manufacturers are travelling the globe with a new confidence born of the knowledge that Britain is internationally competitive again. The World Stage. This national revival is not confined to increased economic strength.","From the White House through Europe to the Kremlin our voice is heard on arms control, on East-West issues, on human rights, on the Middle East and on African affairs. With the Conservative Government, Britain has played a strong and responsible role internationally.","The reference to international policy is not specifically about anything economic or social.",0,,,,
"10000211","That the leader of the Transport and General Workers' Union was widely seen as the most powerful man in the land?",2,1,,TRUE,"A vast change separates the Britain of today from the Britain of the late 1970s. Is it really only such a short time ago that inflation rose to an annual rate of 27 per cent?","That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact? And that Labour's much-vaunted pay pact with the unions collapsed in the industrial anarchy of the winter of discontent, n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000231","And that Labour's much-vaunted pay pact with the unions collapsed in the industrial anarchy of the winter of discontent, n which the dead went unburied, rubbish piled up in the streets and the country was gripped by a creeping paralysis which Labour was powerless to cure?",2,1,,TRUE,"That the leader of the Transport and General Workers' Union was widely seen as the most powerful man in the land? That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact?","It seems in retrospect to be the history of another country. Yet these things happened and people had to accept them as an unavoidable part of everyday life.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000641","Remember: The year-long coal strike, with its violence and intimidation on a massive scale.",2,1,,TRUE,"But restoring a country's greatness is not easy. The new Conservative policies met bitter resistance every step of the way.","It failed and mining productivity has since soared. The battle we had to fight to ensure that Britain paid no more than its fair share of the European Community Budget.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000651","It failed and mining productivity has since soared.",2,1,,TRUE,"The new Conservative policies met bitter resistance every step of the way. Remember: The year-long coal strike, with its violence and intimidation on a massive scale.","The battle we had to fight to ensure that Britain paid no more than its fair share of the European Community Budget. We now get automatic rebates - this year, over <U+00A3>1.3 billion.","Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.",0,1,2,,
"10000901","Our goal is a capital-owning democracy of people and families who exercise power over their own lives n the most direct way.",2,1,,TRUE,"We intend to press on with the radical Conservative reform which we embarked upon in 1979, and which has already revived the spirit of our people and restored the reputation of our country. Wider Ownership and Greater Opportunity. Conservatives aim to extend as widely as possible the opportunity to own property and build up capital, to exercise real choice in education, and to develop economic independence and security.","They would take the important decisions - as tenants, home-owners, parents, employees, and trade unionists rather than having them taken for them. Of course, it is not possible to give people independence.","Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).",0,1,2,,
"10000941","But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses",2,1,,TRUE,"Of course, it is not possible to give people independence. That is something we must all achieve by our own efforts.","by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.","Public provision of housing (for those unable to afford houses otherwise) is a form of economic policy. Wanting to shift ownership from the state to private residents is a policy of th eright.",0,1,2,,
"10000951","by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership",2,1,,TRUE,"That is something we must all achieve by our own efforts. But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses","by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans. These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results.","Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.",0,1,2,,
"10000961","by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.",2,1,,TRUE,"But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership","These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results. There has been a surge of home-ownership, share-ownership and self-reliance.","Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).",0,1,2,,
"10000991","And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook.",2,1,,TRUE,"These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results. There has been a surge of home-ownership, share-ownership and self-reliance.","They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses. People want to decide such things for themselves.","Government regulations to encourage invidual ownership of homes or firms is a form of economic policy. The right has traditionally favored private ownership.",0,1,2,,
"10007111","Freedom, Law and Responsibility. Conservatives have always believed that a fundamental purpose of government is to protect the security of the citizen under the rule of law.",3,,1,TRUE,"Labour's economic failure led to damaging cuts in health care and benefits. Our increasing economic strength means that resources for care have grown and are growing - with programmes better managed, better adapted to changing demands, and better directed to those most in need.","There can be no half-heartedness, no opting out, in the fight against crime and violence: all of us, not just the Government or the police, share a responsibility to make safer our streets and homes. The Fight Against Crime. We do not underrate the challenge.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007121","There can be no half-heartedness, no opting out, in the fight against crime and violence: all of us, not just the Government or the police, share a responsibility to make safer our streets and homes.",3,,1,TRUE,"Our increasing economic strength means that resources for care have grown and are growing - with programmes better managed, better adapted to changing demands, and better directed to those most in need. Freedom, Law and Responsibility. Conservatives have always believed that a fundamental purpose of government is to protect the security of the citizen under the rule of law.","The Fight Against Crime. We do not underrate the challenge. Crime has been rising steadily over the years","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order, especially through a zero-tolerance policy, is a conservative social position.",0,,,1,2
"10007201","But Government must give a lead: by backing, not attacking the police",3,,1,TRUE,"and in the wider world where violence is glamorised and traditional values are under attack. Government alone cannot tackle such deep-rooted problems easily or quickly.","by providing a tough legal framework for sentencing by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007211","by providing a tough legal framework for sentencing",3,,1,TRUE,"Government alone cannot tackle such deep-rooted problems easily or quickly. But Government must give a lead: by backing, not attacking the police","by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not and by encouraging local communities to prevent crime and to help the police detect it.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order, especially through a zero-tolerance policy, is a conservative social position.",0,,,1,2
"10007221","by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not",3,,1,TRUE,"But Government must give a lead: by backing, not attacking the police by providing a tough legal framework for sentencing","and by encouraging local communities to prevent crime and to help the police detect it. All this we have done","Policing and crime to provide security are part of the definition of social policy. Promoting measures that lead to more imprisonment of offenders is a conservative social position.",0,,,1,2
"10007271","We have given the police more powers to avert public disorder.",3,,1,TRUE,"and we will intensify these efforts. The manpower available to the police has been increased by 16,500 since 1979.","We have encouraged tougher sentences for violent criminals. The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order is a conservative social position.",0,,,1,2
"10007281","We have encouraged tougher sentences for violent criminals.",3,,1,TRUE,"The manpower available to the police has been increased by 16,500 since 1979. We have given the police more powers to avert public disorder.","The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment. The courts have been empowered to strip drug traffickers of their profits.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007291","The maximum penalties for trafficking in hard drugs and for attempted rape have been raised to life imprisonment.",3,,1,TRUE,"We have given the police more powers to avert public disorder. We have encouraged tougher sentences for violent criminals.","The courts have been empowered to strip drug traffickers of their profits. We have brought forward a number of reforms to help tackle child abuse and make it more likely that offenders will be successfully prosecuted.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through tougher sentencing is a conservative social position.",0,,,1,2
"10007321","We have embarked on the biggest prison building and modernisation programme this century and increased staff numbers by almost a fifth.",3,,1,TRUE,"The courts have been empowered to strip drug traffickers of their profits. We have brought forward a number of reforms to help tackle child abuse and make it more likely that offenders will be successfully prosecuted.","Care for the Innocent. At the same time we have extended protection for innocent people and for the victims of crime. We have strengthened the safeguards against any abuse of police power by setting up an independent police Complaints Authority, providing for the tape-recording of police interviews and setting down clear rules on the proper treatment of the individual citizen.","Policing and crime to provide security are part of the definition of social policy. Promoting measures to improve law and order through increased policing is a conservative social position.",0,,,1,2
