"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"40011101","We believe this is the right way to go.",,,,,"For the first time, Welsh members of parliament can ask their questions to Ministers in Welsh in Wales. Most recently we have similarly extended the basic powers of the Northern Ireland Grand Committee.","By contrast, the development of new assemblies in Scotland and Wales would create strains which could well pull apart the Union. That would create a new layer of government which would be hungry for power.",,10,,,,
"40005921","Different groups in and outside the health service then work together to tackle the problems.",,,,,"This is why we launched the Health of the Nation strategy in 1992 - the first time England has had a strategy for health. Its aim is to reduce illness and premature death by identifying common causes of ill health, like excessive smoking and obesity.","We are already seeing progress. Between 1990 and 1994, deaths from coronary heart disease among the over-65s, the suicide rate, and the number of teenage pregnancies fell substantially.",,10,,,,
"50005351","Their politicians have lied to them, their Parliament has become tainted by sleaze and their government is out of touch and doesn't listen.",,,,,"Which party will clean up the mess in our politics? Our aim: To restore trust in British politics. The problem: People know that British politics isn't working.","Our commitment: Liberal Democrats will modernise Britain's outdated institutions, rebuild trust, renew democracy and give Britain's nations, regions and local communities a greater say over their affairs. Our priorities are to: Restore trust between people and government, by ending secrecy and guaranteeing peoples' rights and freedoms.",,10,,,,
"40011301","They can elect to continue down the road of success and achievement.",,,,,"A Choice of Two Futures. At this election the British people face a stark choice. A choice of two futures.","An opportunity that has been hard won by the efforts and sacrifices of the British people. An opportunity that has only come about because successive Conservative governments have been determined to face up to the long term problems facing Britain, and take the tough steps needed to arrest our slow decline.",,10,,,,
"10005561","First, we now place more emphasis on support for the environment and the beauty of the countryside",,,,,"A new balance of policies has to be struck, with less support for expanding production of commodities already in over-supply and more support for diversifying into other activities. We have recognised the new needs of the countryside and rural economies in two ways.","we now give grants to plant hedgerows, not dig them up. Second, we encourage alternative uses of land and more diverse job opportunities to maintain thriving communities in the rural economy.",,10,,,,
"40009121","We reject any idea of a single European fishing fleet.",,,,,"We will insist at the IGC and elsewhere on measures to stop quota hopping and prevent the vessels of other countries from using UK fishing quotas. The integrity of our 6 and 12 mile fishing limits is not negotiable.","We believe that fishermen should have more say in decisions affecting their industry. We will press the European Commission to establish regional committees to give fishermen a direct influence in fishing policy.",,15,,,,
"40010561","We appreciate the enormous value of cadet forces, and our current plans include resources to encourage their further development.",,,,,"We will set up an Army Foundation College, which will provide 1,300 places for 16 and 17 year olds who want to join the Army. We will also enable the reserve forces to play a more active role in operations.","We will continue to support Britain's defence industry, and we will work with companies to identify the technologies of the future. NATO will remain the cornerstone of our security.",,10,,,,
"60008261","This will be the first stage in a process of reform to make the House of Lords more democratic and representative.",,,,,"A modern House of Lords. The House of Lords must be reformed. As an initial, self-contained reform, not dependent on further reform in the future, the right of hereditary peers to sit and vote in the House of Lords will be ended by statute.","The legislative powers of the House of Lords will remain unaltered. The system of appointment of life peers to the House of Lords will be reviewed.",,10,,,,
"40002401","3. Choice and Security for Families. The family is the most important institution in our lives.",,,,,"Almost 1 in 3 young people now go on to university, compared with 1 in 8 in 1979. The proportion of adults with no academic qualifications has halved since 1979 and the proportion of adults with a degree or equivalent has more than doubled rising from 5% to 12%.","It offers security and stability in a fast-changing world. But the family is undermined if governments take decisions which families ought to take for themselves.",,15,,,,
"20006781","We will target our housing assistance on those who most need it.",,,,,"these schemes would be run by their tenants as co-operatives with the support of local councils and Housing Associations. In the long run we want public support for housing costs to be even-handed between those who rent and those who buy","We will promote mortgage schemes which can open up home ownership to a wider variety of people, such as index-linked mortgages and shared ownership we will improve the availability of home improvement grants to homeowners to maintain the fabric of their properties for the benefit of the whole community ",,10,,,,
"20008121","Their numbers continue to grow.",,,,,"The SDP combines a commitment to social justice and ending poverty with a dynamic approach to wealth creation and its leaders have extensive experience of government. A third element, which has ensured that the strength of the Alliance is infinitely greater than the sum of its parts, is the support of those who have never before been members of a political party, because no party seemed to offer them the chance to realise their aims.","The Alliance is therefore different. It involves two political parties working together, and taking along with them the great mass of people who are dissatisfied with the politics of recent years, the kind of politics which is so dismally displayed in the shouting match of the House of Commons at Prime Minister's Question Time.",,10,,,,
"20007061","Home Income Plan. For many elderly people their only capital is their home and they do not have a regular income.",,,,,"Second, it will help owner-occupiers, including elderly people, to increase their income, to assist with mortgage repayments or with the maintenance for their homes it should help some young families to be able to afford to become home owners for the first time.","Elderly home owners on low incomes, in fact, are becoming one of the most deprived sections of the community. The proportion in low standard homes is double that of the population as a whole and many others in good homes are short of spending money.",,10,,,,
"40008611","8. The Best Place in the World to Live. Britain is admired the world oven.",,,,,"We have the most professional armed forces in the world. We have modernised our nuclear deterrent by replacing Polaris with Trident.","Every year, millions of tourists travel here to enjoy our heritage and culture, our cities and countryside, our way of life. Our nation's history is an anchor in a sea of change.",,10,,,,
"40004701","We will establish a more rigorous and effective system of appraising teachers, which reflects how well their pupils perform in tests and exams: this will identify which teachers need more help and, where necessary, which teachers need to be replaced.",,,,,"They have played a key part in implementing the reforms that we have introduced. A few, though, let their pupils down.","Many feel that the professional standing of teachers would be strengthened by the creation of a single body which could speak with authority on professional standards. We will consult with teachers and other interested parties about the possible role of such a body.",,15,,,,
"20001971","Curbing the Sale of Offensive Weapons.",,,,,"They would advise on security in all new planning and building. Insuring Against Crime. We aim to make insurance available to all council tenants, who are twice as likely to be burgled as home owners and far less likely to be insured.","We will curb the sale of knuckle dusters, battle knives, spiked shoe straps, cross-bows and catapults. Lifeline. Too many elderly people suffer from isolation, fear and cold.",,10,,,,
"10008221","And companies are left with little protection against huge rate rises levied by councils controlled by Labour, Liberals and Social Democrats, which drive them out of business and destroy jobs.",,,,,"There is much else wrong with the present system of domestic rates. They seem unfair and arbitrary.","We have acted to protect ratepayers' interests in a number of ways. The wasteful and unnecessary tier of the GLC and metropolitan counties has been eliminated - to the substantial benefit of ratepayers.",,15,,,,
"40001091","Homeowners are now enjoying mortgage rates at the lowest levels for 30 years.",,,,,"We are on target to reach our goal of 2.5% inflation this year. Low inflation has delivered lower interest rates whilst preserving the value of people's savings.","It has taken tough decisions to break free from our reputation as a high inflation economy. No Conservative government will jeopardise this achievement.",,14,,,,
"60000291","The millennium symbolises a new era opening up for Britain.",,,,,"I want a Britain which we all feel part of, in whose future we all have a stake, in which what I want for my own children I want for yours. A new politics. The reason for having created new Labour is to meet the challenges of a different world.","I am confident about our future prosperity, even optimistic, if we have the courage to change and use it to build a better Britain. To accomplish this means more than just a change of government.",,10,,,,
"50000431","Key priorities are to: Increase funding for books and equipment in schools.",,,,,"We will invest an additional £2 billion per year in education, funded by an extra 1p in the pound on the basic rate of income tax. Our first priority is to: Give children the best start by providing high quality early years education for every 3 and 4 year-old child whose parents want it.","In the first year, we will double spending on books and equipment to overcome the effect of recent cuts. Reduce primary school class sizes so that within 5 years no child between 5 and 11 I will need to be in a class of more than 30.",,15,,,,
"20005541","EMPOWERING PARENTS. We will establish a 'code of good practice' for local education authorities including:  ",,,,,"BOOSTING NUMERACY. We will inaugurate a national numeracy campaign, backed by advertising and television. INVOLVING PARENTS. We will launch pilot projects for parental involvement in schools.","Parents having a voice on education committees LEAs publishing their policies on home/school links ",,10,,,,
"20001761","Proportional representation for local government would stop unrepresentative extremists from controlling police authorities.",,,,,"Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential. An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties.","It would mean more sensible police authorities and make possible a democratically accountable police authority for London. We oppose the police monitoring units by which some Labour councils attempt to undermine the police.",,15,,,,
"50005131","Giving patients more choice. Patients should have more choice over their type of treatment, who delivers it and when.",,,,,"Difficult choices about priorities must be faced, they cannot be left to bureaucrats and health professionals alone. We will develop new ways of involving the public in setting health service priorities.","We will: Enhance the rights of patients. We will strengthen the Patients' Charter and include rights to treatment within a specified time, a choice of GP, information about the options for treatment, guaranteed access to health records and better redress.",,10,,,,
"20007121","They will be able to take out a mortgage on part of the value of the house and use it to buy an annuity providing regular income.",,,,,"It will significantly increase their income or provide money for essential house expenses and repairs. The Home Income Plan will enable them, if they choose, to unlock the capital value of their homes to meet their need for more income now  ","The interest on the loan will be added to the capital sum so that neither interest nor capital need be repaid during the borrower's lifetime. Although several leading building societies and life assurance companies offer home income plans at present, they are of limited value because the interest has to be paid gross after the death of the borrower.",,10,,,,
"60001491","Tony Blair.",,,,,"Britain does deserve better. And new Labour will be better for Britain.","We will make education our number one priority. Cut class sizes to 30 or under for 5, 6 and 7 year-olds  Nursery places for all four year-olds ",,10,,,,
"20007761","Increase efforts through international co-operation to deal with the threat of terrorism.",,,,,"Develop Commonwealth and European co-operation on a wide range of issues, including sanctions against South Africa designed to increase pressure for an end to apartheid and peaceful change before war becomes inevitable we are also determined to end South Africa's illegal occupation of Namibia","Peace and Security. We will promote disarmament while maintaining sound defence. Everything we prize most highly could be threatened by the destruction of our freedom through armed intervention or threat, or by the destruction of a world which now contains a massive arsenal of nuclear weapons.",,10,,,,
"30000001","1987 Labour Party Manifesto. Britain will win with Labour. Introduction. By the Leader of the Labour Party. Every election is a time of decision.",,,,,"","But this General Election on June 11 faces the British people with choices more sharp than at any time in the past fifty years. The choices are between Labour's programme of work for people and Tory policies of waste of people: between investment in industrial strength, and acceptance of industrial decline;",,10,,,,
"40006111","Everyone else wants to learn from our vision of a smaller state doing fewer things and doing them better.",,,,,"6. Better Public Services. The public sector is being transformed the world over. Britain is in the vanguard.","Old style public services were centrally planned with little information or choice for the public who used the service. Our reforms have made these services more responsive to the public by breaking up cumbersome bureaucratic structures and shifting power to small responsive local institutions and the people who work in them.",,10,,,,
"40003721","We will intensify our current initiatives of inspections and checks, including more home visits, to crack down further on benefit cheats.",,,,,"We will pilot our Parent Plus Scheme that gives special help to lone parents who want to work, and extend it if it proves successful. Social Security fraud must be stamped out.","We will introduce benefit cards across the country. We will establish a Benefit Fraud inspectorate to monitor local authorities' performance.",,10,,,,
"60007481","Cycling and walking must be made safer, especially around schools.",,,,,"Better parking facilities for cars must be linked to convenient bus services to town centres. Road safety is a high priority.","We remain unpersuaded by the case for heavier, 44-tonne lorries mooted by the Conservatives. Our concern is that they would prove dangerous and damaging to the environment.",,10,,,,
"40004331","Second, we will require every school to plan how to improve its performance, and to set targets which relate to similar schools and national standards.",,,,,"Building on what we have done, we can now offer a new pledge to parents - a guarantee of education standards. First, we will set national targets for school performance that reflect our objective of ensuring that Britain is in the top league of international standards across the whole spectrum of education.","Third, we will give all parents full information on the performance of their child's school. Fourth, to underwrite our pledge, we will ensure action is taken to bring any under-performing school up to the mark.",,10,,,,
"40005381","For every senior NHS manager, 77 people are providing direct patient care.",,,,,"Nearly 650 organisations have received a Charter Mark for meeting demanding standards of performance, customer satisfaction and value for money. There are now 55,000 more nurses and midwives and 22,500 more doctors and dentists than in 1979.","Nurses average earnings have grown 70% in real terms: from £68 a week in 1979 to £325 in 1995. Doctor's pay has risen by a third.",,10,,,,
"40006001","Conservatives believe that the benefits of these advances should be made available to patients on the basis of their clinical need, without regard to their ability to pay.",,,,,"A Modern Health Service. Healthcare is changing fast. Modern technology is constantly increasing the range of treatments which are available.","Furthermore we also believe that the NHS must have access to sufficient resources to allow it to invest in the facilities required to deliver up-to-date healthcare. Since 1979 capital investment in the NHS has proceeded at an unprecedented rate.",,10,,,,
"40001941","People move on, and up, into better paid jobs more easily than on the continent.",,,,,"We will also develop an innovative Britain Works scheme which uses the experience and ingenuity of private and voluntary sectors to get people off welfare into work. Britain has one of the most mobile economies in Europe.","The Information Society. Britain is at the forefront of creating tomorrow's information society. Already we have exposed domestic telecommunications to competition and stimulated investment in cable and satellite entertainment systems.",,15,,,,
"10005511","We will not introduce rating on agricultural land and will oppose two-tier pricing in the CAP, which would greatly disadvantage our farmers and benefit their competitors.",,,,,"to give particular assistance to farmers in the Less Favoured Areas, recently extended, where farming is difficult to encourage better marketing of agricultural and horticultural products and to ensure that the consumer has as much information about the contents of food as is necessary to make sensible choices.","The Rural Economy. Farming is, and will remain, the major industry in the countryside and food production will continue to be the farmer's basic purpose. The higher production resulting from greater efficiency and modern techniques initially means more land coming out of agriculture.",,15,,,,
"60001701","We reject the Tories' obsession with school structures: all parents should be offered real choice through good quality schools, each with its own strengths and individual ethos.",,,,,"Our task is to raise the standards of every school. We will put behind us the old arguments that have bedevilled education in this country.","There should be no return to the 11-plus. It divides children into successes and failures at far too early an age.",,15,,,,
"40004271","We have reformed the curriculum, toughened inspections, and given more information and power to parents.",,,,,"We have worked ceaselessly since 1979 to put that right. Our decision to test children and publish the results has allowed standards to be measured and exposed.","Our many excellent teachers now know what is expected of them, and already standards in schools are rising. But they are still not good enough.",,10,,,,
"40004381","Parents and teachers must have an overview of not just how much a child has learnt while at school, but how the school performs against others.",,,,,"We will meet this pledge by using the full set of levers for improved standards that we have put in place. We are revising and simplifying the National Curriculum in primary schools to emphasise high standards in the basic skills.","Poor schooling must not be protected by a veil of secrecy. Parent power is a vital force for higher standards.",,10,,,,
"40005721","They want to know more.",,,,,"We have set tough targets under the Patient's Charter and as a result average waiting times for in-patient hospital treatments have fallen from more than 6 months 5 years ago to 4 months last year. Patients no longer put up with being kept in ignorance.","We will publish more information on how successfully hospitals are treating patients so that they and their GPs can make more informed choices between services in different hospitals and help stimulate better performance. Better Primary Care. Our vision of the NHS is one in which hospitals and family doctors gain greater power to run their own affairs.",,10,,,,
"50001841","Boost regional and local economies.",,,,,"We will, in the long-term, abolish the Uniform Business Rate and bring in a new, fairer local rating system. We will ensure that government purchasing gives special emphasis and easier access to small and medium-sized firms.","We will set up regionally-based Development Agencies to build new partnerships between small businesses, local Councils, Business Links, TECs and local Chambers of Commerce. We will encourage these bodies to come together to provide 'one-stop shops'.",,10,,,,
"40009851","The government has a positive vision for the European Union as a partnership of nations.",,,,,"A nation's common heritage, culture, values and outlook are a precious source of stability. Nationhood gives people a sense of belonging.","We want to be in Europe but not run by Europe. We have much to gain from our membership of the European Union - in trade, in co-operation between governments, and in preserving European peace.",,14,,,,
"50005281","Our new independent Inspectorate of Health and Social Care will publish codes of practice for residential and nursing homes, and have the power to close any home that consistently falls short of national standards.",,,,,"We will draw up a Charter that sets out carers' rights and responsibilities. Establish high national standards for all community care services.","We will introduce national charging and eligibility guidelines to ensure a 'level playing field' of provision and charges. Protect people from the excessive cost of care.",,10,,,,
"50003461","We will increase the time the police spend on preventing and detecting crime by reducing unnecessary paperwork and making greater use of new technologies.",,,,,"We will: Put 3,000 more police officers on the beat. Within one year, we will give police authorities the resources to put an extra 3,000 police officers on the beat.","Tackle youth crime. We will widen the use of schemes that require offenders to repay their debt to society and to confront the consequences of their actions.",,15,,,,
"60002431","Teachers: pressure and support. Schools are critically dependent on the quality of all staff.",,,,,"We support guidelines for open and fair admissions, along the lines of those introduced in 1993; but we will also provide a right of appeal to an independent panel in disputed cases.","The majority of teachers are skilful and dedicated, but some fall short. We will improve teacher training, and ensure that all teachers have an induction year when they first qualify, to ensure their suitability for teaching.",,10,,,,
"40006221","There are now 647 Chartermarks and we will aim for more than 2000 Chartermarks by the year 2000.",,,,,"The Citizen's Charter has raised standards of customer service. When these high standards are reached we recognise and reward excellence through our Charter Mark initiative.","We will require all government agencies to apply for Chartermarks. The days of the bureaucratic paperchase are behind us.",,10,,,,
"50000531","We will set minimum standards for care, curriculum and premises.",,,,,"This will be the first call on our £2 billion annual programme of extra investment in education. Promote high standards in early years education.","We will ensure that those in early years education are supervised by qualified staff. Provide choice in early years education.",,10,,,,
"60006061","and British men work the longest hours in Europe.",,,,,"Housing insecurity grows. One in five non-pensioner families has no one working;","The clock should not be turned back. As many women who want to work should be able to do so.",,14,,,,
"20007801","The Alliance is determined to combine sound defence against any possible threat with determined efforts to reduce and even remove the massive nuclear stockpile, which causes increasing anxiety to the peoples of the world.",,,,,"Everything we prize most highly could be threatened by the destruction of our freedom through armed intervention or threat, or by the destruction of a world which now contains a massive arsenal of nuclear weapons. But at long last there is now an opportunity to halt the arms race.","New opportunities for arms agreements are being opened up by the changed priorities of a new Soviet leadership: we cannot afford to assume that this new and welcome trend in Moscow will continue unchecked, but at this delicate and hopeful stage it is vital that we have a British Government determined to seize the opportunity to drive sensible bargains on arms control which are secure because they are seen on each side as being realistic. Britain cannot defend itself or the values of western democracy alone, just as it cannot achieve international disarmament solely by its own actions: both the other Parties have chosen in different ways to ignore the reality that our defence and disarmament efforts are interdependent with those of other countries.",,10,,,,
"30003901","We will support the imposition by the UN Security Council of comprehensive mandatory economic sanctions and provide help to the Front Line States who bear the brunt of South African military and economic attack.",,,,,"The Thatcher government has made no real effort to foster freedom in South Africa and Namibia. Labour will make the arms embargo complete, halt investment and commercial loans and ensure that British measures against apartheid embrace those already adopted by the US Congress, the Commonwealth and the EEC.","We uphold the principle that it is wrong for one country to dominate or threaten another. We oppose the Soviet presence in Afghanistan.",,20,,,,
"40005011","And, where they want it, we will allow them to take over ownership of their assets, so they can make best use of the resources.",,,,,"We will require local authorities to delegate more of schools' budgets to the schools themselves. We will give them more freedom over the employment of their staff and over admissions.","Local authorities will continue to be responsible for their schools' standards. They will provide funds, and compete with other organisations to provide services to schools.",,10,,,,
"60001851","We wish to build bridges wherever we can across education divides.",,,,,"Any changes in the admissions policies of grammar schools will be decided by local parents. Church schools will retain their distinctive religious ethos.","The educational apartheid created by the public/private divide diminishes the whole education system. Zero tolerance of underperformance. Every school has the capacity to succeed.",,10,,,,
"40000731","Britain helped to secure it.",,,,,"This is not just an economic triumph. It is a triumph for human freedom.","We should take pride in it. The spread of the free market heralds a new age of global competition.",,10,,,,
"40010091","We will resist attempts to change the inter-governmental nature of co-operation in justice and home affairs.",,,,,"We will defend the rights of national parliaments and oppose more powers being given to the European Parliament at the expense of national parliaments. We will take whatever steps are necessary to keep our frontier controls.","We will not accept the development of new legal rights that extend the concept of European citizenship. Britain's rebate has so far saved British taxpayers £18bn and we will protect it.",,15,,,,
"20002801","The key is to ensure that in creating new jobs the nation does not embark on another round of severe inflation which will damage competitiveness and cost us jobs in the long run.",,,,,"UNEMPLOYMENT. Unemployment at present levels is not the inevitable result of new technology or world recession - Japan has only 2.5% unemployment and US unemployment has fallen by two million since 1983. It can be reduced in Britain.","Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high. The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time.",,15,,,,
"50008001","We will press for tough and legally binding international targets for greenhouse gas emissions and other pollutants.",,,,,"Countries must work together if the world's environment is to be protected. We will: Take a lead in international environmental negotiations.","Develop a global system of environmental protection. We will work for the creation of a global environmental organisation.",,10,,,,
"40009451","They add excitement, fun and enjoyment to our lives.",,,,,"A World Leader In Sports, Arts and Culture. Britain is enjoying a cultural renaissance. British music, films, television, fashion, art and food are winning plaudits the world oven.","Our success brings pride to everyone. The National Lottery, which John Major set up, will pump billions of pounds into Britain's good causes.",,10,,,,
"60001221","Have trust in us and we will repay that trust.",,,,,"They are real. Judge us on them.","Our mission in politics is to rebuild this bond of trust between government and the people. That is the only way democracy can flourish.",,10,,,,
"60006631","The Conservatives would abolish the state-financed basic retirement pension and replace it with a privatised scheme, with a vague promise of a means-tested state guarantee if pensions fall beneath a minimum level.",,,,,"The provision of adequate pensions in old age is a major challenge for the future. For today's pensioners Conservative policies have created real poverty, growing inequality and widespread insecurity.","Their proposals mean there will be no savings on welfare spending for half a century; and taxes will have to rise to make provision for new privately funded pensions.",,10,,,,
"50008411","We will provide a mechanism for people to give their views on tax and spending priorities.",,,,,"We will aim to take more of those on low incomes out of tax completely. We will clamp down on tax avoidance and evasion.","Costing our commitment. We have issued alongside this manifesto a Costings Supplement to show in detail how our proposals will be financed. We will raise the basic rate of income tax by one penny in the pound - from 23p to 24p - to help finance our £2bn per year programme of Education investment.",,15,,,,
"40006591","Local Government. We are developing a new vision for local government.",,,,,"Privatisation works. We will therefore continue to pass government activities into private ownership where this can bring benefits to consumers and taxpayers.","We believe local government should take a lead in the planning and development of their communities. To achieve that, we have encouraged them to work in partnership with central government, with private enterprise, and other organisations in their community.",,10,,,,
"40005831","Mental Health. The last decade has also seen major changes in the care of mentally ill people.",,,,,"We expect to see the number of nurses working in GP practices continue to grow, as will the number of GPs. We will extend nationwide our plans to enable more nurses to prescribe a wider range of drugs for patients, recognising their contribution to primary care.","We will continue to develop a full range of services - including 24-hour nursed hostels and secure units - that can care for them in a way which is most appropriate to them and the interests of the wider community. We will not dose any long-stay mental hospitals unless it can be shown that adequate care services exist in the community.",,10,,,,
"30002111","Labour values the research and teaching contribution made by Britain's higher education system.",,,,,"These policies will all contribute to raising standards of performance in schools. At the same time as we improve the quality of publicly provided education, we shall end the 11 plus everywhere and stop the diverting of precious resources that occurs through the Assisted Places Scheme and the public subsidies to private schools.","We will ensure that our universities and polytechnics get the resources they need to restore and expand the opportunity for all qualified young people seeking higher education to secure places. We will ensure that more adults have access to higher education to give them the 'second chance' of personal development.",,10,,,,
"40001731","This provides a false sense of security, playing a cruel trick on working people.",,,,,"It can be measured by the social costs an employer has to pay on top of every £100 of wages: in Germany it is £31, in France £41, but in Britain, it is only £15. Many countries in Europe have tried to cocoon themselves from global competition behind layers of red tape and regulation - such as the Social Chapter and a national minimum wage.","It also excludes the unemployed from work. As companies in the rest of Europe have grown more uncompetitive, employers have found it too expensive to employ new workers, investment has gone elsewhere, and the dole queues have lengthened.",,10,,,,
"40004531","We will continue to uphold the gold standard of A-levels, and ensure that the great classics of our literature are studied at A-level.",,,,,"We will not allow such extensive use of open books in tests and in GCSE exams. We will establish an English Language GCSE.","At the same time students should have the chance to study more subjects in the sixth form. Rigorous tests show how individual children and schools are performing and expose schools that are not giving children the education they deserve.",,10,,,,
"50005821","We will introduce a fair and proportional voting system for all elections, and reform and strengthen local government in the province.",,,,,"We will press for a new constitutional settlement based on the protection of individual rights through a Bill of Rights, incorporating the European Convention. Give individuals more power and political responsibility.","Ensure respect for civil liberties. We will introduce an independent procedure for investigating complaints against the security forces, and reform the Diplock system so that three judges instead of one preside over non-jury trials.",,10,,,,
"20007961","In the meantime, we would oppose any manufacture of fresh stocks of chemical or biological weapons.",,,,,"We want to see a new initiative achieve Mutual and Balanced Force Reductions and we would be prepared to include Britain's nuclear weapons in disarmament negotiations. We would continue Britain's efforts to achieve a multilateral treaty prohibiting the manufacture, development and possession of chemical weapons.","In government we would maintain, with whatever necessary modernisation, our minimum nuclear deterrent until it can be negotiated away, as part of a global arms negotiation process, in return for worthwhile concessions by the USSR which would enhance British and European security. In any such modernisation we would maintain our capability in the sense of freezing our capacity at a level no greater than that of the Polaris system.",,10,,,,
"20004211","We would remove the centralising pressure to make all authorities do things in the same way, and we would leave authorities with more freedom to decide, for example, whether privatisation of services was likely to improve patient care or not",,,,,"to restructure the nursing profession along the lines proposed in Project 2000. In the longer term we want to see health authorities brought under democratic control at local level, but the NHS has suffered so many bouts of reorganisation under successive governments that for the moment the priority must be to let those running the service get on with the job.","we would give these authorities more direct control over their budgets. We uphold the right of individuals to use their own resources to obtain private medical care, but we will not allow private medicine to exploit the NHS by using facilities at subsidised cost and we will work to end the delays which give rise to queue-jumping through private medicine.",,15,,,,
"20008651","We will be able to make the conservation of the environment a priority of government, and pay special attention to the needs of cities and countryside.",,,,,"We will be able to embark on immediate improvements in basic services like education and health, while we open the way to the longer-term proposals in these and other fields which will give people more chance to realise their full potential and build a caring community. We will be able through our tax and benefit proposals to improve the lot of those who now find themselves on or near the poverty line.","We will be able to house many of the homeless through more imaginative housing policies involving partnership between public and private housing. We will pursue policies on defence and foreign affairs which will make Britain a force for good in the world, recognising our interdependence with other nations.",,10,,,,
"30002801"," Update animal protection legislation - for example, to eliminate unnecessary experimenting on live animals.",,,,,"Special account will be taken of the conditions applying in National Parks. These changes will not affect shooting and fishing.","Strengthening Democracy. We will seek to strengthen parliamentary democracy and introduce state aid for political parties, along the lines of the Houghton Report. We shall establish a new democratically-elected strategic authority for London and consult widely about the most effective regional structure of government and administration in England and Wales.",,10,,,,
"40004901","The freedoms and status of fee-paying schools will be protected.",,,,,"We will give more talented children, from less well-off backgrounds, the opportunity to go to fee-paying schools by expanding the Assisted Places Scheme to cover all ages of compulsory education, in line with our current spending plans. We propose to develop it further into a wider scholarship scheme covering additional educational opportunities.","Grant-maintained schools have been popular with parents across the country - whatever their politics. We will encourage more schools to become grant-maintained and will allow new grant-maintained schools to be set up where there is sufficient local demand.",,10,,,,
"60001461","and being prepared to give a moral lead where government has responsibilities it should not avoid.",,,,,"taking on vested interests that hold people back; standing up to unreasonable demands from any quarter;","Britain does deserve better. And new Labour will be better for Britain.",,20,,,,
"40009061","We will continue to push for fundamental reform of the Common Agricultural Policy, moving away from production support to measures that will give our farmers the opportunity to compete while safeguarding the rural environment.",,,,,"Public health and food safety have been the government's top priorities throughout the BSE crisis. We will tighten up control over food safety by appointing a powerful and independent Chief Food Safety Adviser and Food Safety Council to advise government.","We will ensure that no change to the Common Agricultural Policy unfairly disadvantages British farmers. Fishing is a vital industry in many parts of coastal Britain.",,10,,,,
"20008401","The Conservative Party concentrates all its attention on inflation and ignores unemployment and its consequences.",,,,,"We aim to join the nations which lead the field in environmental protection instead of trailing amongst the last. The Alliance is also different in being concerned about both unemployment and inflation.","The Labour Party concentrates all its attention on unemployment and ignores the fact that increased inflation undermines expansion and inevitably puts brakes on efforts to get people back to work. We must have sustainable growth.",,10,,,,
"20005001","ensure that the needs of disabled people are taken into account in housing, public buildings and by public transport operators.",,,,,"tackle discrimination against disabled people through our proposed new Bill of Rights and the Human Rights Commission support the voluntary organisations of and for disabled people and ensure that they are properly consulted on matters which affect them","We would expand support for the specialised transport which can often be the key to independent living for people with limited mobility improve the provision of education for those with special needs, in colleges as well as fl schools, backed by a National Advisory Committee.",,15,,,,
"40004431","We will publish all school test results, including the results of tests of 7 and 14 year olds.",,,,,"Regular tests and exams are essential if teachers are to discover how much their pupils have learnt, and parents are to know how much progress their children are making against national standards. That is why children are already being tested at 7, 11 and 14.","We propose also to assess every child at five. This will give teachers and parents a benchmark against which they can measure future progress.",,20,,,,
"50000051","The choice you make will shape Britain's future for the next 50 years.",,,,,"We have ducked the challenges that confront our country for too long. It is time to face them.","There are no quick fixes, no instant solutions. Eighteen years of Conservative government have left our society divided, our public services run down, our sense of community fractured and our economy under-performing.",,10,,,,
"20003271","We will reduce the tax and administrative burdens on small businesses.",,,,,"Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs. We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s.","We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance. We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish.",,10,,,,
"60009201","We will, however, reform the system in current use to remove the arbitrary and unfair results that can follow from the existing 'primary purpose' rule.",,,,,"There are, rightly, criteria for those who want to enter this country to join husband or wife. We will ensure that these are properly enforced.","There will be a streamlined system of appeals for visitors denied a visa. The system for dealing with asylum seekers is expensive and slow - there are many undecided cases dating back beyond 1993.",,14,,,,
"10002051","Raising Standards in Education. Parents want schools to provide their children with the knowledge, training and character that will fit them for today's world.",,,,,"We will reintroduce our proposed tax incentives for profit-related pay. We will privatise more state industries in ways that increase share-ownership, both for the employees and for the public at large.","They want them to be taught basic educational skills. They want schools that will encourage moral values: honesty, hard work and responsibility.",,10,,,,
