"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"50003331","End the scandal of people being forced to sleep rough on the streets.",,,,,"Those holding current mortgages will retain Mortgage Interest Tax Relief. Our aim is, over time, to merge the new Mortgage Benefit and the current Housing Benefit into one system of housing cost relief, available to those who buy or rent and focused on those most in need.","We will ensure that by the year 2000 no one is forced to sleep on the streets. We will require every Council to set up self-funding rent deposit schemes to help homeless people take up private tenancies.",,5,,,,
"50003341","We will ensure that by the year 2000 no one is forced to sleep on the streets.",,,,,"Our aim is, over time, to merge the new Mortgage Benefit and the current Housing Benefit into one system of housing cost relief, available to those who buy or rent and focused on those most in need. End the scandal of people being forced to sleep rough on the streets.","We will require every Council to set up self-funding rent deposit schemes to help homeless people take up private tenancies. We will fund more shortstay hostel places as the first rung on the ladder to permanent accommodation.",,5,,,,
"50003381","We will give Councils greater power to act on unfit private housing, where the landlord has failed to do so.",,,,,"We will fund more shortstay hostel places as the first rung on the ladder to permanent accommodation. Take action to tackle homelessness and raise housing standards.","We will strengthen tenants' rights to repair and, in the public sector, give them rights to take part in the management and development of their homes and estates. Our Empty Homes Strategy will enable local authorities to work with, and as a last resort require, landlords to bring empty properties back into use.",,5,,,,
"50003391","We will strengthen tenants' rights to repair and, in the public sector, give them rights to take part in the management and development of their homes and estates.",,,,,"Take action to tackle homelessness and raise housing standards. We will give Councils greater power to act on unfit private housing, where the landlord has failed to do so.","Our Empty Homes Strategy will enable local authorities to work with, and as a last resort require, landlords to bring empty properties back into use. We will end discrimination against those under 25 by scrapping the 'shared residency rule' when assessing housing benefit.",,5,,,,
"50003401","Our Empty Homes Strategy will enable local authorities to work with, and as a last resort require, landlords to bring empty properties back into use.",,,,,"We will give Councils greater power to act on unfit private housing, where the landlord has failed to do so. We will strengthen tenants' rights to repair and, in the public sector, give them rights to take part in the management and development of their homes and estates.","We will end discrimination against those under 25 by scrapping the 'shared residency rule' when assessing housing benefit. Bring confidence back to the housing market by targeting low inflation and low interest rates.",,5,,,,
"50003431","Crime and policing. Crime and the fear of crime affect almost every person and every community in the country.",,,,,"We will end discrimination against those under 25 by scrapping the 'shared residency rule' when assessing housing benefit. Bring confidence back to the housing market by targeting low inflation and low interest rates.","We will: Put 3,000 more police officers on the beat. Within one year, we will give police authorities the resources to put an extra 3,000 police officers on the beat.",,5,,,,
"50003441","We will: Put 3,000 more police officers on the beat.",,,,,"Bring confidence back to the housing market by targeting low inflation and low interest rates. Crime and policing. Crime and the fear of crime affect almost every person and every community in the country.","Within one year, we will give police authorities the resources to put an extra 3,000 police officers on the beat. We will increase the time the police spend on preventing and detecting crime by reducing unnecessary paperwork and making greater use of new technologies.",,5,,,,
"50003461","We will increase the time the police spend on preventing and detecting crime by reducing unnecessary paperwork and making greater use of new technologies.",,,,,"We will: Put 3,000 more police officers on the beat. Within one year, we will give police authorities the resources to put an extra 3,000 police officers on the beat.","Tackle youth crime. We will widen the use of schemes that require offenders to repay their debt to society and to confront the consequences of their actions.",,5,,,,
"50003481","We will widen the use of schemes that require offenders to repay their debt to society and to confront the consequences of their actions.",,,,,"We will increase the time the police spend on preventing and detecting crime by reducing unnecessary paperwork and making greater use of new technologies. Tackle youth crime.","We will, where appropriate, require parents to participate in support projects where their children have been involved in juvenile crime. We will develop schemes that target disruptive children from an early age.",,5,,,,
"50003501","We will develop schemes that target disruptive children from an early age.",,,,,"We will widen the use of schemes that require offenders to repay their debt to society and to confront the consequences of their actions. We will, where appropriate, require parents to participate in support projects where their children have been involved in juvenile crime.","We will reserve custodial sentences for more serious and persistent offenders. Our voluntary Citizens Service will enable young people to get directly involved in crime prevention schemes.",,5,,,,
"50003521","Our voluntary Citizens Service will enable young people to get directly involved in crime prevention schemes.",,,,,"We will develop schemes that target disruptive children from an early age. We will reserve custodial sentences for more serious and persistent offenders.","Strengthen the criminal justice system. We will make the justice system work more quickly and effectively and review sentencing policy.",,5,,,,
"50003541","We will make the justice system work more quickly and effectively and review sentencing policy.",,,,,"Our voluntary Citizens Service will enable young people to get directly involved in crime prevention schemes. Strengthen the criminal justice system.","We will overhaul the Crown Prosecution Service. We will encourage the use of community sentences, as an alternative to prison, where the result is likely to be less reoffending, and use prison sentences where they are essential to public protection or to make punishment effective.",,5,,,,
"50003551","We will overhaul the Crown Prosecution Service.",,,,,"Strengthen the criminal justice system. We will make the justice system work more quickly and effectively and review sentencing policy.","We will encourage the use of community sentences, as an alternative to prison, where the result is likely to be less reoffending, and use prison sentences where they are essential to public protection or to make punishment effective. We will concentrate resources on crime prevention and on increasing conviction rates, rather than spending billions on building prisons.",,5,,,,
"50003611","Wage war on drug abuse.",,,,,"We will require Councils to take the lead in establishing cross-community partnerships against crime, setting specific targets for crime prevention. We will give Councils powers and resources to support high-quality, targeted crime prevention initiatives.","We will give the Police and Customs and Excise the support they need to stop drugs coming into Britain. We will set up a Royal Commission charged with developing policies to tackle the drugs problem at its roots.",,5,,,,
"50003621","We will give the Police and Customs and Excise the support they need to stop drugs coming into Britain.",,,,,"We will give Councils powers and resources to support high-quality, targeted crime prevention initiatives. Wage war on drug abuse.","We will set up a Royal Commission charged with developing policies to tackle the drugs problem at its roots. Give victims a new deal.",,5,,,,
"50003641","Give victims a new deal.",,,,,"We will give the Police and Customs and Excise the support they need to stop drugs coming into Britain. We will set up a Royal Commission charged with developing policies to tackle the drugs problem at its roots.","We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused. We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system.",,5,,,,
"50003661","We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system.",,,,,"Give victims a new deal. We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused.","We will provide victims with the practical support they need to prevent repeat attacks. Strengthen public confidence in the police.",,5,,,,
"50003691","We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London.",,,,,"We will provide victims with the practical support they need to prevent repeat attacks. Strengthen public confidence in the police.","We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud. We will ensure that the police take further steps to reduce the level of racial and homophobic violence.",,5,,,,
"50003701","We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud.",,,,,"Strengthen public confidence in the police. We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London.","We will ensure that the police take further steps to reduce the level of racial and homophobic violence. Rural communities. Britain's rural economy and communities have been transformed over the last fifty years.",,5,,,,
"50003721","Rural communities. Britain's rural economy and communities have been transformed over the last fifty years.",,,,,"We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud. We will ensure that the police take further steps to reduce the level of racial and homophobic violence.","The challenge for the next fifty years is to protect and enhance the richness of rural life, while developing a thriving rural economy. We will: Seek further reform of the Common Agricultural Policy (CAP).",,5,,,,
"50003761","Countryside Management Contracts will enable farmers and landowners to choose from a wide range of options, for example, to improve the rural environment, maximise food quality, protect natural habitats or move to less intensive or organic farming methods.",,,,,"We will: Seek further reform of the Common Agricultural Policy (CAP). We will work to replace the CAP, which currently subsidises production, with Countryside Management Contracts - a targeted system of direct payments to support economic, social and environmental goals in rural communities.","Help rural economies through a period of change. We will, in partnership with the agriculture industry, draw up a national strategy for farming in order to provide a framework for public policy and private decision-making over the next 10 years.",,5,,,,
"50003781","We will, in partnership with the agriculture industry, draw up a national strategy for farming in order to provide a framework for public policy and private decision-making over the next 10 years.",,,,,"Countryside Management Contracts will enable farmers and landowners to choose from a wide range of options, for example, to improve the rural environment, maximise food quality, protect natural habitats or move to less intensive or organic farming methods. Help rural economies through a period of change.","We will promote agricultural research and development, and assist farmers wishing to diversify. We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas.",,5,,,,
"50003791","We will promote agricultural research and development, and assist farmers wishing to diversify.",,,,,"Help rural economies through a period of change. We will, in partnership with the agriculture industry, draw up a national strategy for farming in order to provide a framework for public policy and private decision-making over the next 10 years.","We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas. Tackle rural crime.",,5,,,,
"50003811","Tackle rural crime.",,,,,"We will promote agricultural research and development, and assist farmers wishing to diversify. We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas.","We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police. We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve.",,5,,,,
"50003821","We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police.",,,,,"We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas. Tackle rural crime.","We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve. Enhance rural services.",,5,,,,
"50003831","We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve.",,,,,"Tackle rural crime. We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police.","Enhance rural services. We will support smaller village schools through greater use of information technology and specialist teaching teams.",,5,,,,
"50003841","Enhance rural services.",,,,,"We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police. We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve.","We will support smaller village schools through greater use of information technology and specialist teaching teams. We will encourage schemes that enable local communities to make use of school buildings and equipment.",,5,,,,
"50003891","We will encourage housing authorities, Parish Councils and housing associations to set up partnership schemes with the private sector in order to build low-cost homes for first-time home buyers and social needs.",,,,,"We will promote community hospitals and use them for more out-patient consultations. Provide more affordable rural housing.","Improve rural transport. We will give local authorities the power to improve the co-ordination of local bus services and to reopen closed railway stations, in co-operation with Railtrack.",,5,,,,
"50003901","Improve rural transport.",,,,,"Provide more affordable rural housing. We will encourage housing authorities, Parish Councils and housing associations to set up partnership schemes with the private sector in order to build low-cost homes for first-time home buyers and social needs.","We will give local authorities the power to improve the co-ordination of local bus services and to reopen closed railway stations, in co-operation with Railtrack. Strengthen the network of rural sub-post offices and village shops.",,5,,,,
"50003921","Strengthen the network of rural sub-post offices and village shops.",,,,,"Improve rural transport. We will give local authorities the power to improve the co-ordination of local bus services and to reopen closed railway stations, in co-operation with Railtrack.","We will encourage the Post Office to invest in new point of sale technologies, in order to provide access, through sub-post offices, to a wide range of customer services. Where post offices and village shops which are vital to their local community are threatened, we will enable local Councils to support them with up to 100 per cent rate relief.",,5,,,,
"50003941","Where post offices and village shops which are vital to their local community are threatened, we will enable local Councils to support them with up to 100 per cent rate relief.",,,,,"Strengthen the network of rural sub-post offices and village shops. We will encourage the Post Office to invest in new point of sale technologies, in order to provide access, through sub-post offices, to a wide range of customer services.","Protect the countryside. We will help landowners meet the environmental costs of increased access to the countryside.",,5,,,,
"50003961","We will help landowners meet the environmental costs of increased access to the countryside.",,,,,"Where post offices and village shops which are vital to their local community are threatened, we will enable local Councils to support them with up to 100 per cent rate relief. Protect the countryside.","We will take action to reduce the use of chemicals in farming. Protect rural areas from urbanisation.",,5,,,,
"50004001","We will review the excessive housing totals in the current structure plans and scrap the 'predict and provide' approach to housing development.",,,,,"Protect rural areas from urbanisation. We will penalise the use of greenfield sites, set and enforce targets for greater use of brownland sites and encourage over-the-shop accommodation in market town centres.","Work to preserve fish stocks and protect the livelihoods of local fishing communities. Our aim is to scrap the Common Fisheries Policy and replace it with a new Europe-wide fisheries policy based on the regional management of fish stocks.",,5,,,,
"50004011","Work to preserve fish stocks and protect the livelihoods of local fishing communities.",,,,,"We will penalise the use of greenfield sites, set and enforce targets for greater use of brownland sites and encourage over-the-shop accommodation in market town centres. We will review the excessive housing totals in the current structure plans and scrap the 'predict and provide' approach to housing development.","Our aim is to scrap the Common Fisheries Policy and replace it with a new Europe-wide fisheries policy based on the regional management of fish stocks. We will take firm action to end quota-hopping, begin the phased abolition of industrial fishing and strengthen decommissioning incentives.",,5,,,,
"50004091","We will: Boost local economic development and job opportunities.",,,,,"However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population. Urban areas should offer excitement, security and a strong sense of community.","We will support local development corporations. We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise.",,5,,,,
"50004101","We will support local development corporations.",,,,,"Urban areas should offer excitement, security and a strong sense of community. We will: Boost local economic development and job opportunities.","We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise. We will link local training to local jobs.",,5,,,,
"50004111","We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise.",,,,,"We will: Boost local economic development and job opportunities. We will support local development corporations.","We will link local training to local jobs. We will encourage the establishment of community banks and credit unions.",,5,,,,
"50004121","We will link local training to local jobs.",,,,,"We will support local development corporations. We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise.","We will encourage the establishment of community banks and credit unions. Tackle urban crime.",,5,,,,
"50004131","We will encourage the establishment of community banks and credit unions.",,,,,"We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise. We will link local training to local jobs.","Tackle urban crime. We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention.",,5,,,,
"50004141","Tackle urban crime.",,,,,"We will link local training to local jobs. We will encourage the establishment of community banks and credit unions.","We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention. Encourage public transport.",,5,,,,
"50004151","We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention.",,,,,"We will encourage the establishment of community banks and credit unions. Tackle urban crime.","Encourage public transport. We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport.",,5,,,,
"50004161","Encourage public transport.",,,,,"Tackle urban crime. We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention.","We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport. Reform and strengthen elected local government.",,5,,,,
"50004171","We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport.",,,,,"We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention. Encourage public transport.","Reform and strengthen elected local government. We will give local Councils greater control over their own affairs.",,5,,,,
"50004191","We will give local Councils greater control over their own affairs.",,,,,"We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport. Reform and strengthen elected local government.","We will create a strategic authority for London. We will encourage the use of 'planning for real' strategies, in which local people can make a direct input into major planning projects in their community.",,5,,,,
"50004231","They can be engines of innovation that bring life to the economy.",,,,,"We will encourage the use of 'planning for real' strategies, in which local people can make a direct input into major planning projects in their community. Arts and media. Flourishing arts and a diverse culture are essential for a lively and open society.","At the same time, the world is experiencing an information revolution as important and far-reaching as the Industrial Revolution. Britain must maintain a free and effective media capable of being a check on the abuse of power, and of giving people the information they need to make informed decisions.",,5,,,,
"50004241","At the same time, the world is experiencing an information revolution as important and far-reaching as the Industrial Revolution.",,,,,"Arts and media. Flourishing arts and a diverse culture are essential for a lively and open society. They can be engines of innovation that bring life to the economy.","Britain must maintain a free and effective media capable of being a check on the abuse of power, and of giving people the information they need to make informed decisions. We will: Tackle the concentration of media power.",,5,,,,
"50004261","We will: Tackle the concentration of media power.",,,,,"At the same time, the world is experiencing an information revolution as important and far-reaching as the Industrial Revolution. Britain must maintain a free and effective media capable of being a check on the abuse of power, and of giving people the information they need to make informed decisions.","We will act to prevent media mergers or take-overs, except where these can be shown to advance quality, diversity and access. We will require the Independent Television Commission to protect the position of smaller regional ITV companies, within the network supply agreement.",,5,,,,
"50004271","We will act to prevent media mergers or take-overs, except where these can be shown to advance quality, diversity and access.",,,,,"Britain must maintain a free and effective media capable of being a check on the abuse of power, and of giving people the information they need to make informed decisions. We will: Tackle the concentration of media power.","We will require the Independent Television Commission to protect the position of smaller regional ITV companies, within the network supply agreement. Maintain the role of the BBC as the benchmark of public service broadcasting, committed to quality, diversity and universal access.",,5,,,,
"50004321","We will ensure that everyone in Britain can have access, either individually or through a wide range of public access points, to a nationwide interactive communications network by the year 2000.",,,,,"We will protect the independence and impartiality of the BBC through its Board of Governors and its licence fee. Improve access to information technology and the Internet.","Increase access to the arts. We will use the National Lottery to endow, house and improve access to the arts.",,5,,,,
"50004341","We will use the National Lottery to endow, house and improve access to the arts.",,,,,"We will ensure that everyone in Britain can have access, either individually or through a wide range of public access points, to a nationwide interactive communications network by the year 2000. Increase access to the arts.","We aim to move towards the European average for public funding of the arts. We aim to restore the principle of free access to national museum and gallery collections, starting with the removal of charges for school parties.",,5,,,,
"50004361","We aim to restore the principle of free access to national museum and gallery collections, starting with the removal of charges for school parties.",,,,,"We will use the National Lottery to endow, house and improve access to the arts. We aim to move towards the European average for public funding of the arts.","Promote Britain's culture. We will promote film production in Britain.",,5,,,,
"50004371","Promote Britain's culture.",,,,,"We aim to move towards the European average for public funding of the arts. We aim to restore the principle of free access to national museum and gallery collections, starting with the removal of charges for school parties.","We will promote film production in Britain. We will actively support the British Council and rejoin UNESCO.",,5,,,,
"50004431","Morale amongst NHS professionals is falling, and bureaucracy has grown at the expense of front-line patient care, while numbers of nurses and hospital beds have fallen.",,,,,"Which party will care for the NHS and put my patients first? Our aim: To make year-on-year improvements in the health of Britain's people and the quality of the National Health Service. The problem: The NHS has been squeezed between rising demand and government underfunding, and disrupted by repeated changes in government policy.","Our commitment: Liberal Democrats will increase funding for the NHS and secure funding for the future. We will maintain the NHS as a comprehensive service, free at the point of need and funded primarily from general taxation.",,5,,,,
"50004451","We will maintain the NHS as a comprehensive service, free at the point of need and funded primarily from general taxation.",,,,,"Morale amongst NHS professionals is falling, and bureaucracy has grown at the expense of front-line patient care, while numbers of nurses and hospital beds have fallen. Our commitment: Liberal Democrats will increase funding for the NHS and secure funding for the future.","We will immediately tackle the crisis in the hospital sector make the NHS more accountable and begin a long term shift towards preventive medicine. Our priorities are to: Halt all finance driven closures for 6 months, pending an independent audit of needs and facilities.",,5,,,,
"50004471","Our priorities are to: Halt all finance driven closures for 6 months, pending an independent audit of needs and facilities.",,,,,"We will maintain the NHS as a comprehensive service, free at the point of need and funded primarily from general taxation. We will immediately tackle the crisis in the hospital sector make the NHS more accountable and begin a long term shift towards preventive medicine.","Invest £200 million each year to recruit more staff for front-line patient care. This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors.",,5,,,,
"50004481","Invest £200 million each year to recruit more staff for front-line patient care.",,,,,"We will immediately tackle the crisis in the hospital sector make the NHS more accountable and begin a long term shift towards preventive medicine. Our priorities are to: Halt all finance driven closures for 6 months, pending an independent audit of needs and facilities.","This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors. Cut hospital waiting lists to a maximum of 6 months over 3 years.",,5,,,,
"50004491","This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors.",,,,,"Our priorities are to: Halt all finance driven closures for 6 months, pending an independent audit of needs and facilities. Invest £200 million each year to recruit more staff for front-line patient care.","Cut hospital waiting lists to a maximum of 6 months over 3 years. End the two-tier system in the NHS.",,5,,,,
"50004501","Cut hospital waiting lists to a maximum of 6 months over 3 years.",,,,,"Invest £200 million each year to recruit more staff for front-line patient care. This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors.","End the two-tier system in the NHS. Restore free eye and dental checks.",,5,,,,
"50004511","End the two-tier system in the NHS.",,,,,"This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors. Cut hospital waiting lists to a maximum of 6 months over 3 years.","Restore free eye and dental checks. Raising standards in the NHS. Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service.",,5,,,,
"50004521","Restore free eye and dental checks.",,,,,"Cut hospital waiting lists to a maximum of 6 months over 3 years. End the two-tier system in the NHS.","Raising standards in the NHS. Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service. The standard of health care a person receives is increasingly becoming a lottery.",,5,,,,
"50004531","Raising standards in the NHS. Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service.",,,,,"End the two-tier system in the NHS. Restore free eye and dental checks.","The standard of health care a person receives is increasingly becoming a lottery. The length of time people have to wait, the chance of treatment being postponed and the quality of health care vary enormously from one part of the UK to another.",,5,,,,
"50004551","The length of time people have to wait, the chance of treatment being postponed and the quality of health care vary enormously from one part of the UK to another.",,,,,"Raising standards in the NHS. Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service. The standard of health care a person receives is increasingly becoming a lottery.","We will: Match NHS facilities to needs. We will place an immediate 6-month halt on the finance driven closure of beds and wards, and set up an independent audit of needs and facilities.",,5,,,,
"50004561","We will: Match NHS facilities to needs.",,,,,"The standard of health care a person receives is increasingly becoming a lottery. The length of time people have to wait, the chance of treatment being postponed and the quality of health care vary enormously from one part of the UK to another.","We will place an immediate 6-month halt on the finance driven closure of beds and wards, and set up an independent audit of needs and facilities. End the built-in two-tier service in the NHS.",,5,,,,
"50004591","We will end the present system where treatment depends on the type of GP people go to.",,,,,"We will place an immediate 6-month halt on the finance driven closure of beds and wards, and set up an independent audit of needs and facilities. End the built-in two-tier service in the NHS.","We will treat all GPs equally, with a common basis for funding. We want all GPs to have the benefits of flexibility and access to services currently enjoyed by fundholders.",,5,,,,
"50004621","Those who choose to manage their own affairs will be able to do so on their own or as part of a consortium.",,,,,"We will treat all GPs equally, with a common basis for funding. We want all GPs to have the benefits of flexibility and access to services currently enjoyed by fundholders.","Those who do not will be able to leave management to the local health authority. Raise standards of care in all areas.",,5,,,,
"50004631","Those who do not will be able to leave management to the local health authority.",,,,,"We want all GPs to have the benefits of flexibility and access to services currently enjoyed by fundholders. Those who choose to manage their own affairs will be able to do so on their own or as part of a consortium.","Raise standards of care in all areas. We will set up a National Inspectorate for Health and Social Care to improve standards and promote patients' interests.",,5,,,,
"50004671","Funding the Health Service. The NHS is underfunded.",,,,,"We will set up a National Inspectorate for Health and Social Care to improve standards and promote patients' interests. This body will work with the Audit Commission to ensure that all spending is monitored and results in real improvements in patient care.","Too much goes into bureaucracy and not enough into patient care. There is a crisis in the NHS, especially in hospitals.",,5,,,,
"50004681","Too much goes into bureaucracy and not enough into patient care.",,,,,"This body will work with the Audit Commission to ensure that all spending is monitored and results in real improvements in patient care. Funding the Health Service. The NHS is underfunded.","There is a crisis in the NHS, especially in hospitals. Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession.",,5,,,,
"50004691","There is a crisis in the NHS, especially in hospitals.",,,,,"Funding the Health Service. The NHS is underfunded. Too much goes into bureaucracy and not enough into patient care.","Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession. We will: Invest more in the NHS.",,5,,,,
"50004701","Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession.",,,,,"Too much goes into bureaucracy and not enough into patient care. There is a crisis in the NHS, especially in hospitals.","We will: Invest more in the NHS. We will invest at least an extra £540 million every year in the NHS to pay for our policy priorities.",,5,,,,
"50004711","We will: Invest more in the NHS.",,,,,"There is a crisis in the NHS, especially in hospitals. Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession.","We will invest at least an extra £540 million every year in the NHS to pay for our policy priorities. This will be paid for by closing the loophole that allows employers to avoid paying National Insurance contributions on certain benefits in kind and by putting 5p on the price of a packet of 20 cigarettes.",,5,,,,
"50004731","This will be paid for by closing the loophole that allows employers to avoid paying National Insurance contributions on certain benefits in kind and by putting 5p on the price of a packet of 20 cigarettes.",,,,,"We will: Invest more in the NHS. We will invest at least an extra £540 million every year in the NHS to pay for our policy priorities.","We will use these extra funds to tackle the crisis in staffing, especially in the hospital sector, and begin a shift to preventive care. We will ensure that the NHS budget keeps pace with increasing cost pressures.",,5,,,,
"50004761","Shift money from unnecessary bureaucracy into patient care.",,,,,"We will use these extra funds to tackle the crisis in staffing, especially in the hospital sector, and begin a shift to preventive care. We will ensure that the NHS budget keeps pace with increasing cost pressures.","We will move from annual to at least three yearly contracts between Health Authorities and Trusts, and shift the money saved into front-line patient care. We will replace time consuming local pay bargaining with a new national pay structure and a single NHS-wide Pay Review Body that covers all pay, from the cleaner to the chief executive.",,5,,,,
"50004771","We will move from annual to at least three yearly contracts between Health Authorities and Trusts, and shift the money saved into front-line patient care.",,,,,"We will ensure that the NHS budget keeps pace with increasing cost pressures. Shift money from unnecessary bureaucracy into patient care.","We will replace time consuming local pay bargaining with a new national pay structure and a single NHS-wide Pay Review Body that covers all pay, from the cleaner to the chief executive. Building on the best of the NHS. The NHS needs to be strengthened and improved.",,5,,,,
"50004801","We will: Cut waiting lists.",,,,,"We will replace time consuming local pay bargaining with a new national pay structure and a single NHS-wide Pay Review Body that covers all pay, from the cleaner to the chief executive. Building on the best of the NHS. The NHS needs to be strengthened and improved.","We will cut waiting times between diagnosis and treatment to a maximum of 6 months over 3 years. Improve the quality of care and raise morale.",,5,,,,
"50004811","We will cut waiting times between diagnosis and treatment to a maximum of 6 months over 3 years.",,,,,"Building on the best of the NHS. The NHS needs to be strengthened and improved. We will: Cut waiting lists.","Improve the quality of care and raise morale. We will recruit and train more professional staff.",,5,,,,
"50004831","We will recruit and train more professional staff.",,,,,"We will cut waiting times between diagnosis and treatment to a maximum of 6 months over 3 years. Improve the quality of care and raise morale.","Our carefully costed plans would, for instance, pay for the equivalent of 10,000 more nurses or 5,000 more doctors. We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards.",,5,,,,
"50004841","Our carefully costed plans would, for instance, pay for the equivalent of 10,000 more nurses or 5,000 more doctors.",,,,,"Improve the quality of care and raise morale. We will recruit and train more professional staff.","We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards. Tackle the crisis in NHS dental care.",,5,,,,
"50004861","Tackle the crisis in NHS dental care.",,,,,"Our carefully costed plans would, for instance, pay for the equivalent of 10,000 more nurses or 5,000 more doctors. We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards.","We will require local authorities to ensure that the public has access to NHS dentistry in all areas. Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it.",,5,,,,
"50004871","We will require local authorities to ensure that the public has access to NHS dentistry in all areas.",,,,,"We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards. Tackle the crisis in NHS dental care.","Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it. A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health.",,5,,,,
"50004881","Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it.",,,,,"Tackle the crisis in NHS dental care. We will require local authorities to ensure that the public has access to NHS dentistry in all areas.","A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health. We will: Make prevention a priority.",,5,,,,
"50004901","We will: Make prevention a priority.",,,,,"Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it. A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health.","We will immediately abolish charges for eye and dental check-ups and freeze prescription charges as the first steps in a radical shift of policy that emphasises the prevention of illness rather than treatment. Encourage people to take more responsibility for their own health.",,5,,,,
