"text_unit_id","sentence_text","pre_sentence","post_sentence","policy_area_gold","econ_scale_gold","soc_scale_gold","_gold"
20000851,"This would be created within an overall framework in a devolution bill which sets out the objectives and principles for devolution of powers within the UK.","Public support is essential for progress to be made within the framework of an initial Devolution Act. The devolved structure will require a step-by-step process starting with establishing a Scottish Legislative Assembly with wide powers and self-government in her domestic affairs.","Wales already has a well established, but unaccountable, layer of devolved administration we therefore aim to create a Welsh Senedd and would publish an early Green Paper on its powers and responsibilities.",1,NA,NA,"TRUE"
20000861,"Wales already has a well established, but unaccountable, layer of devolved administration","The devolved structure will require a step-by-step process starting with establishing a Scottish Legislative Assembly with wide powers and self-government in her domestic affairs. This would be created within an overall framework in a devolution bill which sets out the objectives and principles for devolution of powers within the UK.","we therefore aim to create a Welsh Senedd and would publish an early Green Paper on its powers and responsibilities. The abolition of the Greater London Council and the six metropolitan county councils has created a vacuum.",1,NA,NA,"TRUE"
20000881,"The abolition of the Greater London Council and the six metropolitan county councils has created a vacuum.","Wales already has a well established, but unaccountable, layer of devolved administration we therefore aim to create a Welsh Senedd and would publish an early Green Paper on its powers and responsibilities.","London is now the only major capital city in the democratic world without a democratically elected local authority. Greater London is of sufficient size and importance to be a region in itself and there is already widespread support for such a regional assembly, which should be established as soon as possible.",1,NA,NA,"TRUE"
20000911,"We shall publish an early Green Paper with proposals for an elected Greater London regional assembly and setting out the proposals, as the need and demand is established, for the creation of democratically elected regional governments in Englan","London is now the only major capital city in the democratic world without a democratically elected local authority. Greater London is of sufficient size and importance to be a region in itself and there is already widespread support for such a regional assembly, which should be established as soon as possible.","Local government needs a fair system of local finance which the rates no longer provide. The Government's alternative of a poll tax is unacceptable because it is grossly unfair: it does not relate taxation to the ability to pay.",1,NA,NA,"TRUE"
20000971,"A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented.","We believe that business rates should be related to ability to pay and we will consult with industry and commerce as to how this can be achieved. Parliament itself needs a shake-up.","It will no longer be possible for two political parties to run the House of Commons to suit their own convenience. We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided ",1,NA,NA,"TRUE"
20000991,"We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided ","A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented. It will no longer be possible for two political parties to run the House of Commons to suit their own convenience.","In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern. But there can be no justification for basing the membership of the second chamber so largely on heredity and on the whim of Prime Ministers.",1,NA,NA,"TRUE"
20001001,"In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern.","It will no longer be possible for two political parties to run the House of Commons to suit their own convenience. We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided ","But there can be no justification for basing the membership of the second chamber so largely on heredity and on the whim of Prime Ministers. The Alliance will work towards a reform of the second chamber linked with our devolution proposals so that it will include members elected from the regions and nations of Britain and will phase out the rights of hereditary peers to vote in the ",1,NA,NA,"TRUE"
20001011,"But there can be no justification for basing the membership of the second chamber so largely on heredity and on the whim of Prime Ministers.","We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided  In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern.","The Alliance will work towards a reform of the second chamber linked with our devolution proposals so that it will include members elected from the regions and nations of Britain and will phase out the rights of hereditary peers to vote in the  We will greatly strengthen the rights of the individual.",1,NA,NA,"TRUE"
20001021,"The Alliance will work towards a reform of the second chamber linked with our devolution proposals so that it will include members elected from the regions and nations of Britain and will phase out the rights of hereditary peers to vote in the ","In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern. But there can be no justification for basing the membership of the second chamber so largely on heredity and on the whim of Prime Ministers.","We will greatly strengthen the rights of the individual. British Governments have sought to lull citizens into a false sense of security by claiming that our rights are protected by an unwritten constitution.",1,NA,NA,"TRUE"
20001191,"THE GREAT REFORM CHARTER. Democracy in Britain did not just happen.","We will restore the principle that anyone born in Britain is entitled to British citizenship. We are adamantly opposed to discrimination and we will repeal the sexist and racist aspects of the British Nationality Act 1981.","It was the product of reform - reform against vested interests of both left and right. In 1832 Britain took the first step with the Great Reform Act.",1,NA,NA,"TRUE"
20001201,"It was the product of reform - reform against vested interests of both left and right.","We are adamantly opposed to discrimination and we will repeal the sexist and racist aspects of the British Nationality Act 1981. THE GREAT REFORM CHARTER. Democracy in Britain did not just happen.","In 1832 Britain took the first step with the Great Reform Act. Further instalments of reform followed in 1867, 1884, 1918 and 1928 before all men and women had gained the vote.",1,NA,NA,"TRUE"
20001241,"The Alliance believes that it is time for a new era of reform.","Further instalments of reform followed in 1867, 1884, 1918 and 1928 before all men and women had gained the vote. Yet, since then, our democracy has stood still despite the tremendous changes in the economy and society.","For, without getting the structure of our democracy right, we will get nothing right. The Alliance, if empowered by the British people, will:  Replace the undemocratic 'first past the post' electoral system with proportional representation based on a single transferable vote for all Westminster and local authority elections.",1,NA,NA,"TRUE"
20001261,"The Alliance, if empowered by the British people, will:  Replace the undemocratic 'first past the post' electoral system with proportional representation based on a single transferable vote for all Westminster and local authority elections.","The Alliance believes that it is time for a new era of reform. For, without getting the structure of our democracy right, we will get nothing right.","Introduce PR for elections to the European Parliament. We support a common system for all member states.",1,NA,NA,"TRUE"
20001271,"Introduce PR for elections to the European Parliament.","For, without getting the structure of our democracy right, we will get nothing right. The Alliance, if empowered by the British people, will:  Replace the undemocratic 'first past the post' electoral system with proportional representation based on a single transferable vote for all Westminster and local authority elections.","We support a common system for all member states. Repeal the Official Secrets Act and replace it with Freedom of Information legislation providing for a public right of access to all official information, subject to limited and specific exemptions to protect national security and proper law en",1,NA,NA,"TRUE"
20001341,"Extensively reform Whitehall procedures in order to make the governmental system more responsive to the wishes and needs of the people.","Remove the right of the Prime Minister to determine the date of general elections and replace it with fixed-term parliaments. Devolve power to a legislative Scottish Assembly, establish a Welsh Senedd and decentralise decision-making to the English regions in accordance with the wishes of their electors.","Reform the House of Commons procedures. Reform the House of Lords.",1,NA,NA,"TRUE"
30000851,"We will fully restore the State Earnings Related Pension Scheme as part of the process of achieving our objective of a pensions level of one-third average earnings for single people and half average earnings for married couples.","We will begin discussions with the fuel industries with a view to phasing out standing charges.","We will restore and increase the death grant.",2,-1,NA,"TRUE"
30000881,"We will restore and increase the maternity grant.","We will increase child benefit by £3 a week for all children, raise the allowance to the first child by £7.36, and increase one- parent family benefit by £2.20.","We will start to phase in a new disability income scheme and provide resources to give special support to young people with disabilities.",2,-1,NA,"TRUE"
30001031,"We will also bring forward other reforms to capital taxation - including the introduction of a wealth tax, which, whilst applying to only the wealthiest one per cent of the population, will, over the years, bring a significant contribution from","We will reverse the extra tax cuts which the richest 5 per cent have received from the Tory government and allocate that money instead to the most needy.","CHANGES WITHOUT CHARGES. Apart from legislating where necessary for the Recovery Programme, the new Parliament will swiftly enact many other worthwhile measures.",2,-1,NA,"TRUE"
60002711,"Over the course of a five-year Parliament, as we cut the costs of economic and social failure we will raise the proportion of national income spent on education.","We are committed to reversing this trend of spending.","WE WILL PROMOTE PERSONAL PROSPERITY FOR ALL. Economic stability to promote investment",2,-1,NA,"TRUE"
60003561,"National minimum wage to tackle low pay","New measures to help small businesses","Boost local economic growth with Regional Development Agencies",2,-1,NA,"TRUE"
50000441,"In the first year, we will double spending on books and equipment to overcome the effect of recent cuts.","Key priorities are to: Increase funding for books and equipment in schools.","Reduce primary school class sizes so that within 5 years no child between 5 and 11 I will need to be in a class of more than 30.",2,-1,NA,"TRUE"
10000951,"by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership","But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses","by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.",2,1,NA,"TRUE"
10002011,"We will press on with the encouragement of popular capitalism.","And the foundations of British economic achievement are further strengthened.","In the next Parliament: We will continue to extend share-ownership as we have done with home-ownership.",2,1,NA,"TRUE"
10002901,"We will introduce legislation to: empower individual members to stop their unions calling them out on strike without first holding a secret ballot of members","In the next Parliament we will protect the rights of individual trade union members.","protect individual members from disciplinary action if they refuse to join a strike they disagree with",2,1,NA,"TRUE"
10003651,"We have slashed public borrowing and sought savings in government expenditure wherever they could sensibly be found.","First, we have been prudent with the nation's money.","Second, we are engaged in steadily reducing the share of the nation's income taken by the State.",2,1,NA,"TRUE"
40001631,"Many businessmen suffer regulatory burdens imposed by local government and quangos."," requirements into new regulations whenever appropriate so that they are automatically reviewed or dropped after a specific period.","We will therefore insist that the whole of the public sector adopts the same stringent rules that we require of central government in justifying the benefits of new regulations against their costs.",2,1,NA,"TRUE"
40006581,"We will therefore continue to pass government activities into private ownership where this can bring benefits to consumers and taxpayers.","Privatisation works.","LOCAL GOVERNMENT. We are developing a new vision for local government.",2,1,NA,"TRUE"
40006801,"We will legislate to remove legal immunity from industrial action which has disproportionate or excessive effect.","We will protect ordinary members of the public from this abuse of power.","Members of the public and employers will be able to seek injunctions to prevent industrial action in these circumstances.",2,1,NA,"TRUE"
20008361,"Our society is one that recognises the importance of the environment in which we live - even those who are successful do not want to live in a shoddy society whose values are domited by greed and selfishness.","","",1,NA,NA,"TRUE"
30003731,"We will nourish special talents and encourage wider participation in sport.","","",1,NA,NA,"TRUE"
60001101,"","New Labour is a party of ideas and ideals but not of outdated ideology.","",1,NA,NA,"TRUE"
60001181," commitments that form our bond of trust with the people.","We therefore set out in the manifesto that follows ten commitments","",1,NA,NA,"TRUE"
60001751," for the benefit of high-fliers and slower learners alike.","That means 'setting' children in classes to maximise progress","",1,NA,NA,"TRUE"
10007321,"We have embarked on the biggest prison building and modernisation programme this century and increased staff numbers by almost a fifth.","We have brought forward a number of reforms to help tackle child abuse and make it more likely that offenders will be successfully prosecuted.","CARE FOR THE INNOCENT. At the same time we have extended protection for innocent people and for the victims of crime.",3,NA,1,"TRUE"
10007451,"Those who commit serious crimes can now expect much tougher punishment.","There are more police, better equipped to fight crime.","Early in the new Parliament the Criminal Justice Bill will have to be reintroduced.",3,NA,1,"TRUE"
10007481,"raise to life imprisonment the penalty for carrying firearms while committing a crime","It will: enable child victims of physical and sexual abuse to give evidence by a live video link n order to reduce the anguish which they would otherwise face","tackle, by providing for reference to the Court of Appeal, the problem of lenient sentences which undermine public confidence in the criminal justice system",3,NA,1,"TRUE"
10007551,"strengthen the law dealing with the sale and possession of offensive weapons","We will: increase the number of police further to ensure a stronger police presence on our streets, to combat crime and to protect the public","maintain the operational independence of the police and resist pressure from the Opposition parties to politicise the police by letting local authorities decide policing priorities",3,NA,1,"TRUE"
40007211,"We have built 22 new prisons since 1980.","The number of cars stolen has fallen by nearly 20% in the last four years - that is about 100,000 fewer cars stolen.","Slopping out has ended.",3,NA,1,"TRUE"
40007811,"Once caught, criminals must be convicted and then properly punished.","We will establish a national crime squad to provide on improved nationally coordinated approach to organised crime.","The public needs to be protected.",3,NA,1,"TRUE"
20001181,"We are adamantly opposed to discrimination and we will repeal the sexist and racist aspects of the British Nationality Act 1981.","We will restore the principle that anyone born in Britain is entitled to British citizenship.","THE GREAT REFORM CHARTER. Democracy in Britain did not just happen.",3,NA,-1,"TRUE"
20001911,"It would also limit the ever-increasing upward trend in sentencing.","This would maintain a judge's flexibility, while keeping sentencing broadly consistent.","A Royal Commission on the Presentation of Violence in the Media.",3,NA,-1,"TRUE"
20002211,"Imprisonment rarely rehabilitates the prisoner.","The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary.","Three-fifths of all men who receive a prison sentence re-offend within two years of being released.",3,NA,-1,"TRUE"
50007161,"Increase ethnic minorities' confidence in the police.","We will restore benefit rights to asylum seekers and ensure that asylum claims are dealt with swiftly.","We will encourage the recruitment of ethnic minorities into the police force and require action to be taken against discrimination within the force.",3,NA,-1,"TRUE"
50007201,"LESBIANS AND GAY MEN. In a free and tolerant society, discrimination on any grounds is unacceptable.","We will encourage the use of aggravated sentencing for racially motivated crimes.","Diversity is a source of strength.",3,NA,-1,"TRUE"
10000211,"That the leader of the Transport and General Workers' Union was widely seen as the most powerful man in the land?","Is it really only such a short time ago that inflation rose to an annual rate of 27 per cent?","That a minority Labour Government, staggering from crisis to crisis on borrowed money, was nonetheless maintained in power by the Liberal Party in return for the paper concession of a Lib-Lab pact?",2,1,NA,"TRUE"
10000961,"by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.","by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership","These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results.",2,1,NA,"TRUE"
10001001,"They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses.","And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook.","People want to decide such things for themselves.",2,1,NA,"TRUE"
10001031,"State power is checked and opportunities are spread throughout society.","In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish.","Ownership and independence cease to be the privileges of a few and become the birthright of all.",2,1,NA,"TRUE"
10001051,"In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way.","Ownership and independence cease to be the privileges of a few and become the birthright of all.","BETTER HOUSING FOR ALL. HOME OWNERSHIP. Nowhere has the spread of ownership been more significant than in housing.",2,1,NA,"TRUE"
10001091,"It is the foundation stone of a capital-owning democracy.","It gives people a stake in society - something to conserve.","A home should be a source of pride and independence to the family living in it, regardless of whether it is owned or rented.",2,1,NA,"TRUE"
10001121,"Home-ownership has been the great success story of housing policy in the last eight years.","We will ensure that every family in the land has the opportunity to make it so.","One million council tenants have become home-owners and another one and a half million more families have become home-owners for the first time.",2,1,NA,"TRUE"
10001571,"We will give groups of tenants the right to form tenant co-operatives, owning and running their management and budget for themselves.","If they are ever to enjoy the prospect of independence, municipal monopoly must be replaced by choice in renting.","They will also have the right to ask other institutions to take over their housing.",2,1,NA,"TRUE"
10001851,"Second, starting this year, we brought in Personal Equity Plans, which enable people to invest in British industry entirely free of tax.","Seven out of the last eight budgets have included measures to encourage people to purchase shares in the company in which they work.","Third, we embarked on a major programme of privatisation, insisting that small investors and employees of the privatised companies should have a fair chance to join in the buying.",2,1,NA,"TRUE"
10001961,"This is the first stage of a profound and progressive social transformation - popular capitalism.","Only the Americans, where a quarter of the people are shareholders, remain ahead - and the gap is narrowing.","Owning a direct stake in industry not only enhances personal independence",2,1,NA,"TRUE"
10002021,"In the next Parliament: We will continue to extend share-ownership as we have done with home-ownership.","We will press on with the encouragement of popular capitalism.","We will reintroduce our proposed tax incentives for profit-related pay.",2,1,NA,"TRUE"
10002031,"We will reintroduce our proposed tax incentives for profit-related pay.","In the next Parliament: We will continue to extend share-ownership as we have done with home-ownership.","We will privatise more state industries in ways that increase share-ownership, both for the employees and for the public at large.",2,1,NA,"TRUE"
10002841,"Great social institutions can sometimes become too powerful and cease to represent their members, denying them any control over the decisions taken in their name and even forcing them to act against their own interests.","TRADE UNIONS. It is not only in relation to government, however, that people's right to choice and independence must be safeguarded and extended.","That was the case with trade unions before 1979.",2,1,NA,"TRUE"
10002861,"Since then, Conservative reforms have redressed the balance between the individual and his union, preventing coercion of the majority by activists and militants.","That was the case with trade unions before 1979.","These highly successful and popular measures have encouraged democracy within the unions, restrained the abuses of secondary action and picketing, reversed the growth of closed shops, restored the rights of redress against unions acting unlawfu",2,1,NA,"TRUE"
10002871,"These highly successful and popular measures have encouraged democracy within the unions, restrained the abuses of secondary action and picketing, reversed the growth of closed shops, restored the rights of redress against unions acting unlawfu","Since then, Conservative reforms have redressed the balance between the individual and his union, preventing coercion of the majority by activists and militants.","The result has been a transformation of shopfloor relations, allowing management and workforce to co-operate to improve working practices and introduce new technology to mutual gain.",2,1,NA,"TRUE"
10002911,"protect individual members from disciplinary action if they refuse to join a strike they disagree with","We will introduce legislation to: empower individual members to stop their unions calling them out on strike without first holding a secret ballot of members","ensure that all members of trade union governing bodies are elected by secret ballot at least once every five years",2,1,NA,"TRUE"
10002921,"ensure that all members of trade union governing bodies are elected by secret ballot at least once every five years","protect individual members from disciplinary action if they refuse to join a strike they disagree with","make independently supervised postal ballots compulsory for such elections",2,1,NA,"TRUE"
10002951,"provide new safeguards on the use of union funds","limit further the abuse of the closed shop by providing protection against unfair dismissal for all non-union employees, and removing any legal immunity from industrial action to establish or enforce a closed shop","establish a new trade union commissioner with the power to help individual trade unionists to enforce their fundamental rights.",2,1,NA,"TRUE"
10003131,"Socialist Spain as well as Christian Democratic Germany, Social Democratic Sweden as well as France, Labour New Zealand and Conservative Canada, all accept that governments must reduce their borrowing, curb state spending, reduce taxation, priv","While the Opposition parties cling to the failed policies of the past, our strategy has become widely accepted abroad.","What we began in 1979 is today common international practice.",2,1,NA,"TRUE"
10003211,"It required firm control of public expenditure, a substantial reduction in government borrowing, curbing the growth of money in circulation, maintaining financial discipline, stimulating competition and moderating trade union power.","Our success in the battle against inflation has been the key to Britain's economic revival.","The Opposition parties opposed nearly every aspect of this strategy.",2,1,NA,"TRUE"
10003291,"As the Party determined to achieve growing prosperity we recognise that it is people who create wealth, not governments.","LOWER TAXES. We are the only Party that believes in lower taxation.","Lower taxation coupled with lower inflation makes everyone better off.",2,1,NA,"TRUE"
10003301,"Lower taxation coupled with lower inflation makes everyone better off.","As the Party determined to achieve growing prosperity we recognise that it is people who create wealth, not governments.","It encourages people to work harder, to be inventive and to take risks.",2,1,NA,"TRUE"
10003331,"Lower tax on earnings enables people to build up savings to give them financial security in later life.","It promotes a climate of enterprise and initiative.","Lower taxation, by increasing take-home pay without adding to industry's costs, improves competitiveness and helps with jobs.",2,1,NA,"TRUE"
10003481,"reformed and simplified corporation tax, and cut its rate to the lowest of any major industrial country","abolished four taxes completely: the national insurance surcharge - the tax which Labour put on jobs - the investment income surcharge, the development land tax and the lifetime gifts tax","cut the small business corporation tax rate by more than a third, and extended it to many more small businesses",2,1,NA,"TRUE"
10003661,"Second, we are engaged in steadily reducing the share of the nation's income taken by the State.","We have slashed public borrowing and sought savings in government expenditure wherever they could sensibly be found.","This means that more will be left for families and for business to invest - the only safe route to higher growth in the economy.",2,1,NA,"TRUE"
10004151,"We will take steps to ensure that those under 18 who deliberately choose to remain unemployed are not eligible for benefit.","YTS will serve as a bridge between school and work.","We will of course continue to protect other young people, such as those who suffer from disabilities.",2,1,NA,"TRUE"
10004471,"The Conservative Government has created a framework in which once again enterprise can flourish - by cutting red tape, by denationalising state-owned companies, by removing unnecessary restrictions, by abolishing exchange control, by enabling t","British Rail will cost the taxpayer 25 per cent less in subsidy this year than n 1983 and without any major route closures.","PRIVATISATION. Over a third of the companies and industries which used to be owned by the State have been returned to free enterprise.",2,1,NA,"TRUE"
10004571,"Their companies have been released from the detailed controls of Whitehall and given more freedom to manage their own affairs.","They want their companies to succeed.","And they have been exposed to the full commercial disciplines of the customer.",2,1,NA,"TRUE"
10004591,"Even former monopolies now face increased competition.","And they have been exposed to the full commercial disciplines of the customer.","We will continue the successful programme of privatisation.",2,1,NA,"TRUE"
10004601,"We will continue the successful programme of privatisation.","Even former monopolies now face increased competition.","In particular, after the privatisation of the British Airports Authority we will return to the public the Water Authorities, leaving certain functions to a new National Rivers Authority.",2,1,NA,"TRUE"
10004671,"removed the opticians' monopoly, making it easier and cheaper to buy spectacles","removed the monopoly on conveyancing of houses in England and Wales","relaxed advertising controls on accountants, solicitors, stockbrokers and vets, and permitted greater fee competition for architects and surveyors",2,1,NA,"TRUE"
10004711,"suspended the Post Office monopoly of time-sensitive and valuable mail, stimulating a dramatic increase in the number of private courier companies.","deregulated telecommunications, so that customers can now choose between suppliers when buying telephones and private exchanges, and business can choose between two alternative telecommunications networks","We will continue this approach.",2,1,NA,"TRUE"
10007201,"But Government must give a lead: by backing, not attacking the police","Government alone cannot tackle such deep-rooted problems easily or quickly.","by providing a tough legal framework for sentencing",3,NA,1,"TRUE"
10007221,"by building the prisons in which to place those who pose a threat to society - and by keeping out of prison those who do not","by providing a tough legal framework for sentencing","and by encouraging local communities to prevent crime and to help the police detect it.",3,NA,1,"TRUE"
40000931,"Conservative government will keep public spending under tight control and ensure that it grows by less than the economy as a whole over the economic cycle.","We have broken free from a trend in which the rest of Europe is still trapped.","At the same time we will continue to spend more on the services which matter most to people - hospitals, schools and the police.",2,1,NA,"TRUE"
40000981,"Thanks to our success in controlling public spending, Britain is now Europe's low tax economy.","Our plans show how we can virtually eliminate public borrowing by the year 2000.","This is one of the reasons why we are becoming the Enterprise Centre of Europe.",2,1,NA,"TRUE"
40001781,"No Conservative government will sign up to the Social Chapter or introduce a national minimum wage.","But if Britain signed up to the Social Chapter it would be used to impose that model on us - destroying British jobs.","We will insist at the Intergovernmental Conference in Amsterdam that our opt-out is honoured and that Britain is exempted from the Working Time Directive: if old agreements are broken, we do not see how new ones can be made.",2,1,NA,"TRUE"
40001801,"We will resist the imposition of other social burdens on the work place through a new European employment chapter.","We will insist at the Intergovernmental Conference in Amsterdam that our opt-out is honoured and that Britain is exempted from the Working Time Directive: if old agreements are broken, we do not see how new ones can be made.","WELFARE INTO WORK. Although governments cannot create jobs, they can help people train and find work.",2,1,NA,"TRUE"
40002511,"FAMILIES AND TAX. We believe families should be left with as much of their own money as possible.","We now propose further radical measures for more saving for retirement.","They know better than politicians how to spend it.",2,1,NA,"TRUE"
40002531,"We have already cut the basic rate of income tax from 33p to 23p, and our aim is to get it down to 20p, benefitting 18 million taxpayers.","They know better than politicians how to spend it.","We intend to do even more to help families in particular.",2,1,NA,"TRUE"
40002751,"To encourage a further expansion of worker shares, our new Share Match Scheme will allow employees to be rewarded with additional free shares if they acquire a stake in their company.","We have already introduced a number of schemes to encourage employee share ownership.","Our goal is that by 2000, more than half of the employees of Britain's larger companies will own shares in those companies.",2,1,NA,"TRUE"
40002791,"We will continue to raise the threshold for inheritance tax as it is prudent to do so.","We will continue to build on this success by exploring ways in which existing tax exemptions for savings can be developed - allowing individuals to secure their future and protect their families against unexpected contingencies.","People are not just saving for themselves but for their children and grand-children.",2,1,NA,"TRUE"
40002811,"These savings should not be penalised by the tax system.","People are not just saving for themselves but for their children and grand-children.","For many people their biggest asset is their pension.",2,1,NA,"TRUE"
40002851,"We will make it easier for small employers to set up personal pension plans for groups of employees.","We now plan to build further on this achievement.","We will create more flexibility for people who save in personal pension plans to continue investing in those schemes if they subsequently move to jobs with company pension schemes.",2,1,NA,"TRUE"
40002861,"We will create more flexibility for people who save in personal pension plans to continue investing in those schemes if they subsequently move to jobs with company pension schemes.","We will make it easier for small employers to set up personal pension plans for groups of employees.","We will also create flexibility for employees with savings in Additional Voluntary Contributions (AVC) schemes to take part of that pension earlier or later than their main company pension.",2,1,NA,"TRUE"
40006561,"We will transfer Parcelforce to the private sector whilst ensuring that every Post Office in the land continues to provide a full parcel service at an economical price.","We will guarantee to preserve the national identity, universal service and distinctive characteristics of the Royal Mail, while considering options - including different forms of privatisation - to introduce private capital and management skill","Privatisation works.",2,1,NA,"TRUE"
40006811,"Members of the public and employers will be able to seek injunctions to prevent industrial action in these circumstances.","We will legislate to remove legal immunity from industrial action which has disproportionate or excessive effect.","Any strike action will also have to be approved by a majority of all members eligible to vote and ballots will have to be repeated at regular intervals if negotiations are extended.",2,1,NA,"TRUE"
40007861,"They have been shown to keep criminals indoors - curbing their freedom as a punishment - and keeping them out of trouble in the meantime.","We have piloted curfew orders for adult offenders.","We will extend electronically monitored curfew orders nationwide for those aged 16 and over.",3,NA,1,"TRUE"
40007901,"Those sent to prison are less likely to re-offend on release than those given a community punishment.","Prison works - not only as a deterrent, but in keeping these criminals off the street.","We will provide another 8,500 prison places by the year 2000.",3,NA,1,"TRUE"
30000821,"We will begin the abolition of the TV licence fee for pensioners.","We will immediately increase the single pension by £5 a week and the pension for a married couple by £8, as the first step in re-establishing a link between pensions and average earnings or living costs, whichever is the most favourable to pe","We will provide pensioners on supplementary benefit and others on low incomes with a £5 winter premium to help with fuel bills.",2,-1,NA,"TRUE"
30000841,"We will begin discussions with the fuel industries with a view to phasing out standing charges.","We will provide pensioners on supplementary benefit and others on low incomes with a £5 winter premium to help with fuel bills.","We will fully restore the State Earnings Related Pension Scheme as part of the process of achieving our objective of a pensions level of one-third average earnings for single people and half average earnings for married couples.",2,-1,NA,"TRUE"
30001021,"We will reverse the extra tax cuts which the richest 5 per cent have received from the Tory government and allocate that money instead to the most needy.","Adopting the same practice as most successful industrial countries and companies, by prudently borrowing £3 billion for useful wealth generating national investment.","We will also bring forward other reforms to capital taxation - including the introduction of a wealth tax, which, whilst applying to only the wealthiest one per cent of the population, will, over the years, bring a significant contribution from",2,-1,NA,"TRUE"
30001621,"Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chan","What they mean, as their record so plainly shows, is more tax cuts for the rich and less help for the poor and for that great majority who are neither rich nor poor.","It means collective provision for private use.",2,-1,NA,"TRUE"
30001631,"It means collective provision for private use.","Labour's objective is to broaden and deepen the liberty of all individuals in our community: to free people from poverty, exploitation and fear to free them to realise their full potential to see that everyone has the liberty to enjoy real chan","The British people know that this is the most effective way for them to secure their freedom as individuals whilst meeting the moral obligations which they feel towards others and seeing that fairness is a way of national life, not just a fine ",2,-1,NA,"TRUE"
60005441,"replace widespread repeat cautions with a single final warning;","We will halve the time it takes to get persistent young offenders from arrest to sentencing","bring together Youth Offender Teams in every area;",3,NA,1,"TRUE"
60006101,"Equally, our attitudes to race, sex and sexuality have changed fundamentally.","More equal relationships between men and women have transformed our lives.","Our task is to combine change and social stability.",3,NA,-1,"TRUE"
50003601,"We will give Councils powers and resources to support high-quality, targeted crime prevention initiatives.","We will require Councils to take the lead in establishing cross-community partnerships against crime, setting specific targets for crime prevention.","Wage war on drug abuse.",3,NA,-1,"TRUE"
50006871,"We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system.","Make the legal system fairer to women.","We will seek to improve the provision of refuge places for victims of domestic violence.",3,NA,-1,"TRUE"
50007051,"Diversity, pluralism and a multicultural society are sources of strength for Britain.","ETHNIC MINORITIES. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis.","We will: Strengthen action against discrimination.",3,NA,-1,"TRUE"
50007071,"We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission.","We will: Strengthen action against discrimination.","We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union.",3,NA,-1,"TRUE"
50007091,"Ensure equal opportunities for all.","We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union.","We will require local authorities and housing associations to ensure equal opportunities in housing allocation.",3,NA,-1,"TRUE"
50007141,"We will reform current immigration laws so as to enable genuine family reunions.","We will ensure that immigration policy is non-discriminatory in its application.","We will restore benefit rights to asylum seekers and ensure that asylum claims are dealt with swiftly.",3,NA,-1,"TRUE"
50007151,"We will restore benefit rights to asylum seekers and ensure that asylum claims are dealt with swiftly.","We will reform current immigration laws so as to enable genuine family reunions.","Increase ethnic minorities' confidence in the police.",3,NA,-1,"TRUE"
