"sentenceid","reviewno","_golden","pub_scale","pub_scale_gold","pub_scale_gold_min","pub_scale_gold_max","pub_scale_gold_reason","screener","sentence_text","pre_sentence","post_sentence"
511,5,"","","","","","",FALSE,"However, this is only feasible for some very specific coding talks.","The paper talks a lot about expert coding, however what that means is unclear. Expert surveys are popular because it is cheap to send out a questionnaire to a number of political scientists and having them for instance place parties on a left-right scale.","The most common alternative is to train a number of students in a coding scheme and then pay them for coding. This is what is typically done for data collection where man-power is more important than expert knowledge."
512,5,"","","","","","",FALSE,"The most common alternative is to train a number of students in a coding scheme and then pay them for coding.","Expert surveys are popular because it is cheap to send out a questionnaire to a number of political scientists and having them for instance place parties on a left-right scale. However, this is only feasible for some very specific coding talks.","This is what is typically done for data collection where man-power is more important than expert knowledge. This is the type of coding which might be replaced by crowd- sourcing."
513,5,"","","","","","",FALSE,"This is what is typically done for data collection where man-power is more important than expert knowledge.","However, this is only feasible for some very specific coding talks. The most common alternative is to train a number of students in a coding scheme and then pay them for coding.","This is the type of coding which might be replaced by crowd- sourcing. Still how likely that is depends on several factors: 1) What is the cost of using for instance ""CrowdFlower"" and how does this compare to hiring students?"
514,5,"","","","","","",FALSE,"This is the type of coding which might be replaced by crowd- sourcing.","The most common alternative is to train a number of students in a coding scheme and then pay them for coding. This is what is typically done for data collection where man-power is more important than expert knowledge.","Still how likely that is depends on several factors: 1) What is the cost of using for instance ""CrowdFlower"" and how does this compare to hiring students? If students do it for free, that is hard to compete with."
515,5,"","","","","","",FALSE,"Still how likely that is depends on several factors: 1) What is the cost of using for instance ""CrowdFlower"" and how does this compare to hiring students?","This is what is typically done for data collection where man-power is more important than expert knowledge. This is the type of coding which might be replaced by crowd- sourcing.","If students do it for free, that is hard to compete with. However, this is not the case in most countries."
516,5,"","","","","","",FALSE,"If students do it for free, that is hard to compete with.","This is the type of coding which might be replaced by crowd- sourcing. Still how likely that is depends on several factors: 1) What is the cost of using for instance ""CrowdFlower"" and how does this compare to hiring students?","However, this is not the case in most countries. 2) What if the texts you want to code are in Norwegian?"
517,5,"","","","","","",FALSE,"However, this is not the case in most countries.","Still how likely that is depends on several factors: 1) What is the cost of using for instance ""CrowdFlower"" and how does this compare to hiring students? If students do it for free, that is hard to compete with.","2) What if the texts you want to code are in Norwegian? Many of the best data-sets are cross-national."
518,5,"","","","","","",FALSE,"2) What if the texts you want to code are in Norwegian?","If students do it for free, that is hard to compete with. However, this is not the case in most countries.","Many of the best data-sets are cross-national. Is the crowd large enough when very specific language skills are required?"
519,5,"","","","","","",FALSE,"Many of the best data-sets are cross-national.","However, this is not the case in most countries. 2) What if the texts you want to code are in Norwegian?","Is the crowd large enough when very specific language skills are required? 3) How complex coding jobs can be done."
520,5,"","","","","","",FALSE,"Is the crowd large enough when very specific language skills are required?","2) What if the texts you want to code are in Norwegian? Many of the best data-sets are cross-national.","3) How complex coding jobs can be done. The coding example in the text is simple."
521,5,"","","","","","",FALSE,"3) How complex coding jobs can be done.","Many of the best data-sets are cross-national. Is the crowd large enough when very specific language skills are required?","The coding example in the text is simple. The paper mentions the Policy Agendas project, which has a coding scheme with +200 topic codes."
522,5,"","","","","","",FALSE,"The coding example in the text is simple.","Is the crowd large enough when very specific language skills are required? 3) How complex coding jobs can be done.","The paper mentions the Policy Agendas project, which has a coding scheme with +200 topic codes. Would that work through ""CrowdFlower""?"
523,5,"","","","","","",FALSE,"The paper mentions the Policy Agendas project, which has a coding scheme with +200 topic codes.","3) How complex coding jobs can be done. The coding example in the text is simple.","Would that work through ""CrowdFlower""? Student coders need intensive training, but maybe crowd sourcing works without it if enough people code the same sentence, but then costs probably increases?"
524,5,"","","","","","",FALSE,"Would that work through ""CrowdFlower""?","The coding example in the text is simple. The paper mentions the Policy Agendas project, which has a coding scheme with +200 topic codes.","Student coders need intensive training, but maybe crowd sourcing works without it if enough people code the same sentence, but then costs probably increases? To sum up, the pro and cons of Crowd-sourcing seem very practical."
525,5,"","","","","","",FALSE,"Student coders need intensive training, but maybe crowd sourcing works without it if enough people code the same sentence, but then costs probably increases?","The paper mentions the Policy Agendas project, which has a coding scheme with +200 topic codes. Would that work through ""CrowdFlower""?","To sum up, the pro and cons of Crowd-sourcing seem very practical. What coding jobs can be handled in this way and what are the costs?"
526,5,"","","","","","",FALSE,"To sum up, the pro and cons of Crowd-sourcing seem very practical.","Would that work through ""CrowdFlower""? Student coders need intensive training, but maybe crowd sourcing works without it if enough people code the same sentence, but then costs probably increases?","What coding jobs can be handled in this way and what are the costs? I am quite sure, they are some coding jobs for which this could be very helpful, but the paper needs much more discussion of the pros and cons compared to student coding."
527,5,"","","","","","",FALSE,"What coding jobs can be handled in this way and what are the costs?","Student coders need intensive training, but maybe crowd sourcing works without it if enough people code the same sentence, but then costs probably increases? To sum up, the pro and cons of Crowd-sourcing seem very practical.","I am quite sure, they are some coding jobs for which this could be very helpful, but the paper needs much more discussion of the pros and cons compared to student coding. The leads us to the question of publication in APSR."
528,5,"","","","","","",FALSE,"I am quite sure, they are some coding jobs for which this could be very helpful, but the paper needs much more discussion of the pros and cons compared to student coding.","To sum up, the pro and cons of Crowd-sourcing seem very practical. What coding jobs can be handled in this way and what are the costs?","The leads us to the question of publication in APSR. From my perspective, the paper, in a revised version, would be perfect for a specialized journal such as Political Analysis."
529,5,"","","","","","",FALSE,"The leads us to the question of publication in APSR.","What coding jobs can be handled in this way and what are the costs? I am quite sure, they are some coding jobs for which this could be very helpful, but the paper needs much more discussion of the pros and cons compared to student coding.","From my perspective, the paper, in a revised version, would be perfect for a specialized journal such as Political Analysis. For APSR, I think its intellectual contribution is too limited."
530,5,"","","","","","",FALSE,"From my perspective, the paper, in a revised version, would be perfect for a specialized journal such as Political Analysis.","I am quite sure, they are some coding jobs for which this could be very helpful, but the paper needs much more discussion of the pros and cons compared to student coding. The leads us to the question of publication in APSR.","For APSR, I think its intellectual contribution is too limited. After all, Crowd-Sourcing has existed long before this paper even though it does a nice job in presenting it to a political science audience."
531,5,"","","","","","",FALSE,"For APSR, I think its intellectual contribution is too limited.","The leads us to the question of publication in APSR. From my perspective, the paper, in a revised version, would be perfect for a specialized journal such as Political Analysis.","After all, Crowd-Sourcing has existed long before this paper even though it does a nice job in presenting it to a political science audience."
532,5,"","","","","","",FALSE,"After all, Crowd-Sourcing has existed long before this paper even though it does a nice job in presenting it to a political science audience.","From my perspective, the paper, in a revised version, would be perfect for a specialized journal such as Political Analysis. For APSR, I think its intellectual contribution is too limited.",""
601,6,"","","","","","",FALSE,"This paper takes on a very important and highly debated problem in political science, namely estimating parties’ policy positions.","","As the author(s) rightly argue early in their paper, coding political texts to estimate parties’ positions through large-scale projects is so costly that researchers are often willing to use any available ""off-the-shelf"" dataset even if these have been largely discredited in terms of reliability and validity (e.g. Gemenis 2013). In their search for a cheap and effective alternative to hand-coding by ""experts"" (usually, political science graduate students who have been trained for the coding task), the authors argue in favor of crowd-sourcing the coding of such texts by non-experts, essentially anyone with the required language skills who generates income by performing tasks in crowdsourcing websites such as Amazon’s Mechanical Turk."
602,6,"","","","","","",FALSE,"As the author(s) rightly argue early in their paper, coding political texts to estimate parties’ positions through large-scale projects is so costly that researchers are often willing to use any available ""off-the-shelf"" dataset even if these have been largely discredited in terms of reliability and validity (e.g. Gemenis 2013).","This paper takes on a very important and highly debated problem in political science, namely estimating parties’ policy positions.","In their search for a cheap and effective alternative to hand-coding by ""experts"" (usually, political science graduate students who have been trained for the coding task), the authors argue in favor of crowd-sourcing the coding of such texts by non-experts, essentially anyone with the required language skills who generates income by performing tasks in crowdsourcing websites such as Amazon’s Mechanical Turk. The argument is that, one needs not to rely on difficult to find (and replicate) expertise, but can substitute the few ""expert"" coders by many non-expert coders and produce estimates for parties’ policy positions that are as good in terms or reliability and validity."
603,6,"","","","","","",FALSE,"In their search for a cheap and effective alternative to hand-coding by ""experts"" (usually, political science graduate students who have been trained for the coding task), the authors argue in favor of crowd-sourcing the coding of such texts by non-experts, essentially anyone with the required language skills who generates income by performing tasks in crowdsourcing websites such as Amazon’s Mechanical Turk.","This paper takes on a very important and highly debated problem in political science, namely estimating parties’ policy positions. As the author(s) rightly argue early in their paper, coding political texts to estimate parties’ positions through large-scale projects is so costly that researchers are often willing to use any available ""off-the-shelf"" dataset even if these have been largely discredited in terms of reliability and validity (e.g. Gemenis 2013).","The argument is that, one needs not to rely on difficult to find (and replicate) expertise, but can substitute the few ""expert"" coders by many non-expert coders and produce estimates for parties’ policy positions that are as good in terms or reliability and validity. To support this argument, the authors provide extensive evidence from the expert and crowdsourced coding of British party manifestos."
604,6,"","","","","","",FALSE,"The argument is that, one needs not to rely on difficult to find (and replicate) expertise, but can substitute the few ""expert"" coders by many non-expert coders and produce estimates for parties’ policy positions that are as good in terms or reliability and validity.","As the author(s) rightly argue early in their paper, coding political texts to estimate parties’ positions through large-scale projects is so costly that researchers are often willing to use any available ""off-the-shelf"" dataset even if these have been largely discredited in terms of reliability and validity (e.g. Gemenis 2013). In their search for a cheap and effective alternative to hand-coding by ""experts"" (usually, political science graduate students who have been trained for the coding task), the authors argue in favor of crowd-sourcing the coding of such texts by non-experts, essentially anyone with the required language skills who generates income by performing tasks in crowdsourcing websites such as Amazon’s Mechanical Turk.","To support this argument, the authors provide extensive evidence from the expert and crowdsourced coding of British party manifestos. The paper makes a significant contribution in the field and I could see this being published in generalist journal such as APSR."
605,6,"","","","","","",FALSE,"To support this argument, the authors provide extensive evidence from the expert and crowdsourced coding of British party manifestos.","In their search for a cheap and effective alternative to hand-coding by ""experts"" (usually, political science graduate students who have been trained for the coding task), the authors argue in favor of crowd-sourcing the coding of such texts by non-experts, essentially anyone with the required language skills who generates income by performing tasks in crowdsourcing websites such as Amazon’s Mechanical Turk. The argument is that, one needs not to rely on difficult to find (and replicate) expertise, but can substitute the few ""expert"" coders by many non-expert coders and produce estimates for parties’ policy positions that are as good in terms or reliability and validity.","The paper makes a significant contribution in the field and I could see this being published in generalist journal such as APSR. I have, however, some reservations with regards to the argument that the paper has been built upon, as well as some points regarding the presentation of the results."
606,6,"","","","","","",FALSE,"The paper makes a significant contribution in the field and I could see this being published in generalist journal such as APSR.","The argument is that, one needs not to rely on difficult to find (and replicate) expertise, but can substitute the few ""expert"" coders by many non-expert coders and produce estimates for parties’ policy positions that are as good in terms or reliability and validity. To support this argument, the authors provide extensive evidence from the expert and crowdsourced coding of British party manifestos.","I have, however, some reservations with regards to the argument that the paper has been built upon, as well as some points regarding the presentation of the results. Hopefully, all these can be addressed by the authors in a revision."
607,6,"","","","","","",FALSE,"I have, however, some reservations with regards to the argument that the paper has been built upon, as well as some points regarding the presentation of the results.","To support this argument, the authors provide extensive evidence from the expert and crowdsourced coding of British party manifestos. The paper makes a significant contribution in the field and I could see this being published in generalist journal such as APSR.","Hopefully, all these can be addressed by the authors in a revision. Challenging the wisdom of crowds: From the very first pages (pp. 1–2), I think that the authors have misunderstood the content analysis literature (e.g. Krippendorff) with regards to the utility of having multiple coders per document."
608,6,"","","","","","",FALSE,"Hopefully, all these can be addressed by the authors in a revision.","The paper makes a significant contribution in the field and I could see this being published in generalist journal such as APSR. I have, however, some reservations with regards to the argument that the paper has been built upon, as well as some points regarding the presentation of the results.","Challenging the wisdom of crowds: From the very first pages (pp. 1–2), I think that the authors have misunderstood the content analysis literature (e.g. Krippendorff) with regards to the utility of having multiple coders per document. The point raised in content analysis literature is not to code the same document multiple times in order to aggregate the codings and compute measures of uncertainty."
609,6,"","","","","","",FALSE,"Challenging the wisdom of crowds: From the very first pages (pp. 1–2), I think that the authors have misunderstood the content analysis literature (e.g. Krippendorff) with regards to the utility of having multiple coders per document.","I have, however, some reservations with regards to the argument that the paper has been built upon, as well as some points regarding the presentation of the results. Hopefully, all these can be addressed by the authors in a revision.","The point raised in content analysis literature is not to code the same document multiple times in order to aggregate the codings and compute measures of uncertainty. Rather, content analysis uses multiple coders in order to calculate inter-coder agreement and revise/re-design the coding scheme in such a way that would yield nearly identical results even if the document would be coded multiple times (e.g. Riffe, Lacy & Fico 2005, p. 124, p. 129)."
610,6,"","","","","","",FALSE,"The point raised in content analysis literature is not to code the same document multiple times in order to aggregate the codings and compute measures of uncertainty.","Hopefully, all these can be addressed by the authors in a revision. Challenging the wisdom of crowds: From the very first pages (pp. 1–2), I think that the authors have misunderstood the content analysis literature (e.g. Krippendorff) with regards to the utility of having multiple coders per document.","Rather, content analysis uses multiple coders in order to calculate inter-coder agreement and revise/re-design the coding scheme in such a way that would yield nearly identical results even if the document would be coded multiple times (e.g. Riffe, Lacy & Fico 2005, p. 124, p. 129). I think this distinction needs to be made clear, because the whole framework of the paper departs from content analysis and moves into the discussion of aggregating systems in the expert survey literature (e.g. Meyer & Booker 1991)."
611,6,"","","","","","",FALSE,"Rather, content analysis uses multiple coders in order to calculate inter-coder agreement and revise/re-design the coding scheme in such a way that would yield nearly identical results even if the document would be coded multiple times (e.g. Riffe, Lacy & Fico 2005, p. 124, p. 129).","Challenging the wisdom of crowds: From the very first pages (pp. 1–2), I think that the authors have misunderstood the content analysis literature (e.g. Krippendorff) with regards to the utility of having multiple coders per document. The point raised in content analysis literature is not to code the same document multiple times in order to aggregate the codings and compute measures of uncertainty.","I think this distinction needs to be made clear, because the whole framework of the paper departs from content analysis and moves into the discussion of aggregating systems in the expert survey literature (e.g. Meyer & Booker 1991). So why do we need to have multiple coders per document?"
612,6,"","","","","","",FALSE,"I think this distinction needs to be made clear, because the whole framework of the paper departs from content analysis and moves into the discussion of aggregating systems in the expert survey literature (e.g. Meyer & Booker 1991).","The point raised in content analysis literature is not to code the same document multiple times in order to aggregate the codings and compute measures of uncertainty. Rather, content analysis uses multiple coders in order to calculate inter-coder agreement and revise/re-design the coding scheme in such a way that would yield nearly identical results even if the document would be coded multiple times (e.g. Riffe, Lacy & Fico 2005, p. 124, p. 129).","So why do we need to have multiple coders per document? The authors reason along the ""wisdom of crowds"" argument, namely that the average of many judgments is better than any individual judgment."
613,6,"","","","","","",FALSE,"So why do we need to have multiple coders per document?","Rather, content analysis uses multiple coders in order to calculate inter-coder agreement and revise/re-design the coding scheme in such a way that would yield nearly identical results even if the document would be coded multiple times (e.g. Riffe, Lacy & Fico 2005, p. 124, p. 129). I think this distinction needs to be made clear, because the whole framework of the paper departs from content analysis and moves into the discussion of aggregating systems in the expert survey literature (e.g. Meyer & Booker 1991).","The authors reason along the ""wisdom of crowds"" argument, namely that the average of many judgments is better than any individual judgment. This is true, but from a forecasting point of view it still begs the question whether the the simple statistical aggregation (i.e. taking the mean or median) of the judgments will get us anywhere close to the ""true"" estimate."
614,6,"","","","","","",FALSE,"The authors reason along the ""wisdom of crowds"" argument, namely that the average of many judgments is better than any individual judgment.","I think this distinction needs to be made clear, because the whole framework of the paper departs from content analysis and moves into the discussion of aggregating systems in the expert survey literature (e.g. Meyer & Booker 1991). So why do we need to have multiple coders per document?","This is true, but from a forecasting point of view it still begs the question whether the the simple statistical aggregation (i.e. taking the mean or median) of the judgments will get us anywhere close to the ""true"" estimate. Throughout the paper, the authors adopt the position that all we need is to recruit a large number of coders who are willing to undertake a task, and we can get a valid estimate of whatever is the quantity of interest simply by taking the mean of their responses."
615,6,"","","","","","",FALSE,"This is true, but from a forecasting point of view it still begs the question whether the the simple statistical aggregation (i.e. taking the mean or median) of the judgments will get us anywhere close to the ""true"" estimate.","So why do we need to have multiple coders per document? The authors reason along the ""wisdom of crowds"" argument, namely that the average of many judgments is better than any individual judgment.","Throughout the paper, the authors adopt the position that all we need is to recruit a large number of coders who are willing to undertake a task, and we can get a valid estimate of whatever is the quantity of interest simply by taking the mean of their responses. Inasmuch the coders are not experts and/or not well-informed about the task at hand, the literature has shown that this will not be the case."
616,6,"","","","","","",FALSE,"Throughout the paper, the authors adopt the position that all we need is to recruit a large number of coders who are willing to undertake a task, and we can get a valid estimate of whatever is the quantity of interest simply by taking the mean of their responses.","The authors reason along the ""wisdom of crowds"" argument, namely that the average of many judgments is better than any individual judgment. This is true, but from a forecasting point of view it still begs the question whether the the simple statistical aggregation (i.e. taking the mean or median) of the judgments will get us anywhere close to the ""true"" estimate.","Inasmuch the coders are not experts and/or not well-informed about the task at hand, the literature has shown that this will not be the case. In such situations, the mean will be centered ""upon the mean of the erroneous judgements rather than the true value"" (Rowe 1992, 158)."
617,6,"","","","","","",FALSE,"Inasmuch the coders are not experts and/or not well-informed about the task at hand, the literature has shown that this will not be the case.","This is true, but from a forecasting point of view it still begs the question whether the the simple statistical aggregation (i.e. taking the mean or median) of the judgments will get us anywhere close to the ""true"" estimate. Throughout the paper, the authors adopt the position that all we need is to recruit a large number of coders who are willing to undertake a task, and we can get a valid estimate of whatever is the quantity of interest simply by taking the mean of their responses.","In such situations, the mean will be centered ""upon the mean of the erroneous judgements rather than the true value"" (Rowe 1992, 158). A little example can help illustrate this point."
618,6,"","","","","","",FALSE,"In such situations, the mean will be centered ""upon the mean of the erroneous judgements rather than the true value"" (Rowe 1992, 158).","Throughout the paper, the authors adopt the position that all we need is to recruit a large number of coders who are willing to undertake a task, and we can get a valid estimate of whatever is the quantity of interest simply by taking the mean of their responses. Inasmuch the coders are not experts and/or not well-informed about the task at hand, the literature has shown that this will not be the case.","A little example can help illustrate this point. The following figure uses data from the Dutch Parliamentary Election Study, where respondents have been asked to place several political parties on a number of issues."
619,6,"","","","","","",FALSE,"A little example can help illustrate this point.","Inasmuch the coders are not experts and/or not well-informed about the task at hand, the literature has shown that this will not be the case. In such situations, the mean will be centered ""upon the mean of the erroneous judgements rather than the true value"" (Rowe 1992, 158).","The following figure uses data from the Dutch Parliamentary Election Study, where respondents have been asked to place several political parties on a number of issues. As expected, not all respondents are equally informed about politics, or the positions of parties for that matter, so the DPES also included a measure of political sophistication drawn from the answers given to twelve political knowledge questions."
620,6,"","","","","","",FALSE,"The following figure uses data from the Dutch Parliamentary Election Study, where respondents have been asked to place several political parties on a number of issues.","In such situations, the mean will be centered ""upon the mean of the erroneous judgements rather than the true value"" (Rowe 1992, 158). A little example can help illustrate this point.","As expected, not all respondents are equally informed about politics, or the positions of parties for that matter, so the DPES also included a measure of political sophistication drawn from the answers given to twelve political knowledge questions. The figure plots the mean (with 95% CIs) position for the Socialist Party on the euthanasia issue, given by respondents, across different levels of this measure of political sophistication (values indicate the number of questions answered correctly)."
621,6,"","","","","","",FALSE,"As expected, not all respondents are equally informed about politics, or the positions of parties for that matter, so the DPES also included a measure of political sophistication drawn from the answers given to twelve political knowledge questions.","A little example can help illustrate this point. The following figure uses data from the Dutch Parliamentary Election Study, where respondents have been asked to place several political parties on a number of issues.","The figure plots the mean (with 95% CIs) position for the Socialist Party on the euthanasia issue, given by respondents, across different levels of this measure of political sophistication (values indicate the number of questions answered correctly). As is clear from the figure, knowledgeable respondents not only agree more with each other about the position of the party compared to non-knowledgeable respondents (higher values of van der Eijk’s perceptual agreement coefficient given by the diamonds), but also place the party at a different position."
622,6,"","","","","","",FALSE,"The figure plots the mean (with 95% CIs) position for the Socialist Party on the euthanasia issue, given by respondents, across different levels of this measure of political sophistication (values indicate the number of questions answered correctly).","The following figure uses data from the Dutch Parliamentary Election Study, where respondents have been asked to place several political parties on a number of issues. As expected, not all respondents are equally informed about politics, or the positions of parties for that matter, so the DPES also included a measure of political sophistication drawn from the answers given to twelve political knowledge questions.","As is clear from the figure, knowledgeable respondents not only agree more with each other about the position of the party compared to non-knowledgeable respondents (higher values of van der Eijk’s perceptual agreement coefficient given by the diamonds), but also place the party at a different position. The vertical bar shows the mean placement of the party if all respondents are taken into account (95% CI in dashed lines)."
623,6,"","","","","","",FALSE,"As is clear from the figure, knowledgeable respondents not only agree more with each other about the position of the party compared to non-knowledgeable respondents (higher values of van der Eijk’s perceptual agreement coefficient given by the diamonds), but also place the party at a different position.","As expected, not all respondents are equally informed about politics, or the positions of parties for that matter, so the DPES also included a measure of political sophistication drawn from the answers given to twelve political knowledge questions. The figure plots the mean (with 95% CIs) position for the Socialist Party on the euthanasia issue, given by respondents, across different levels of this measure of political sophistication (values indicate the number of questions answered correctly).","The vertical bar shows the mean placement of the party if all respondents are taken into account (95% CI in dashed lines). The figure shows clearly that the mean ""wisdom of crowds"" position is statistically indistinguishable from the mean positions of moderately to unsophisticated respondents."
624,6,"","","","","","",FALSE,"The vertical bar shows the mean placement of the party if all respondents are taken into account (95% CI in dashed lines).","The figure plots the mean (with 95% CIs) position for the Socialist Party on the euthanasia issue, given by respondents, across different levels of this measure of political sophistication (values indicate the number of questions answered correctly). As is clear from the figure, knowledgeable respondents not only agree more with each other about the position of the party compared to non-knowledgeable respondents (higher values of van der Eijk’s perceptual agreement coefficient given by the diamonds), but also place the party at a different position.","The figure shows clearly that the mean ""wisdom of crowds"" position is statistically indistinguishable from the mean positions of moderately to unsophisticated respondents. Moreover, the highly knowledgeable respondents place the party to the right to both the low, moderately, knowledgeable and total number of respondents, with all such comparisons being statistical significant."
625,6,"","","","","","",FALSE,"The figure shows clearly that the mean ""wisdom of crowds"" position is statistically indistinguishable from the mean positions of moderately to unsophisticated respondents.","As is clear from the figure, knowledgeable respondents not only agree more with each other about the position of the party compared to non-knowledgeable respondents (higher values of van der Eijk’s perceptual agreement coefficient given by the diamonds), but also place the party at a different position. The vertical bar shows the mean placement of the party if all respondents are taken into account (95% CI in dashed lines).","Moreover, the highly knowledgeable respondents place the party to the right to both the low, moderately, knowledgeable and total number of respondents, with all such comparisons being statistical significant. To put this otherwise: yes, a crowd will give a more informative response than any individual in the crowd, but a crowd comprising of uninformed people will give an uninformed response."
626,6,"","","","","","",FALSE,"Moreover, the highly knowledgeable respondents place the party to the right to both the low, moderately, knowledgeable and total number of respondents, with all such comparisons being statistical significant.","The vertical bar shows the mean placement of the party if all respondents are taken into account (95% CI in dashed lines). The figure shows clearly that the mean ""wisdom of crowds"" position is statistically indistinguishable from the mean positions of moderately to unsophisticated respondents.","To put this otherwise: yes, a crowd will give a more informative response than any individual in the crowd, but a crowd comprising of uninformed people will give an uninformed response. What matters therefore, is not how many people are in the crowd, but to establish a mechanism in which researchers can pick and use only those from the crowd that are actually knowledgeable about the task at hand because these are the ones that give the most useful responses."
627,6,"","","","","","",FALSE,"To put this otherwise: yes, a crowd will give a more informative response than any individual in the crowd, but a crowd comprising of uninformed people will give an uninformed response.","The figure shows clearly that the mean ""wisdom of crowds"" position is statistically indistinguishable from the mean positions of moderately to unsophisticated respondents. Moreover, the highly knowledgeable respondents place the party to the right to both the low, moderately, knowledgeable and total number of respondents, with all such comparisons being statistical significant.","What matters therefore, is not how many people are in the crowd, but to establish a mechanism in which researchers can pick and use only those from the crowd that are actually knowledgeable about the task at hand because these are the ones that give the most useful responses. The responses of all others, do not only add noise in the estimates, but can steer away the estimate from the true value (unreliability limits the chance of validity as Krippendorff 2004a, pp. 212–214 famously illustrated)."
628,6,"","","","","","",FALSE,"What matters therefore, is not how many people are in the crowd, but to establish a mechanism in which researchers can pick and use only those from the crowd that are actually knowledgeable about the task at hand because these are the ones that give the most useful responses.","Moreover, the highly knowledgeable respondents place the party to the right to both the low, moderately, knowledgeable and total number of respondents, with all such comparisons being statistical significant. To put this otherwise: yes, a crowd will give a more informative response than any individual in the crowd, but a crowd comprising of uninformed people will give an uninformed response.","The responses of all others, do not only add noise in the estimates, but can steer away the estimate from the true value (unreliability limits the chance of validity as Krippendorff 2004a, pp. 212–214 famously illustrated). Indeed, many decades ago researchers in the forecasting business have come up with methods such as Delphi that do exactly that, cleaning out the informed from the uninformed respondents/experts (for an application of Delphi to estimating parties’ positions see Gemenis & van Ham 2014)."
629,6,"","","","","","",FALSE,"The responses of all others, do not only add noise in the estimates, but can steer away the estimate from the true value (unreliability limits the chance of validity as Krippendorff 2004a, pp. 212–214 famously illustrated).","To put this otherwise: yes, a crowd will give a more informative response than any individual in the crowd, but a crowd comprising of uninformed people will give an uninformed response. What matters therefore, is not how many people are in the crowd, but to establish a mechanism in which researchers can pick and use only those from the crowd that are actually knowledgeable about the task at hand because these are the ones that give the most useful responses.","Indeed, many decades ago researchers in the forecasting business have come up with methods such as Delphi that do exactly that, cleaning out the informed from the uninformed respondents/experts (for an application of Delphi to estimating parties’ positions see Gemenis & van Ham 2014). The authors sort of try to counter such arguments by citing studies that simple aggregation schemes perform as good as more complicated ones (p. 12), and by providing an analysis on their own data showing that simple means aggregation provides similar results to a more complex Bayesian IRT."
630,6,"","","","","","",FALSE,"Indeed, many decades ago researchers in the forecasting business have come up with methods such as Delphi that do exactly that, cleaning out the informed from the uninformed respondents/experts (for an application of Delphi to estimating parties’ positions see Gemenis & van Ham 2014).","What matters therefore, is not how many people are in the crowd, but to establish a mechanism in which researchers can pick and use only those from the crowd that are actually knowledgeable about the task at hand because these are the ones that give the most useful responses. The responses of all others, do not only add noise in the estimates, but can steer away the estimate from the true value (unreliability limits the chance of validity as Krippendorff 2004a, pp. 212–214 famously illustrated).","The authors sort of try to counter such arguments by citing studies that simple aggregation schemes perform as good as more complicated ones (p. 12), and by providing an analysis on their own data showing that simple means aggregation provides similar results to a more complex Bayesian IRT. I do not have any disagreement with this, but as pointed above, ""more complicated"" does not necessarily mean ""more complicated statistical"" as there are several behavioral methods of aggregating multiple judgments."
631,6,"","","","","","",FALSE,"The authors sort of try to counter such arguments by citing studies that simple aggregation schemes perform as good as more complicated ones (p. 12), and by providing an analysis on their own data showing that simple means aggregation provides similar results to a more complex Bayesian IRT.","The responses of all others, do not only add noise in the estimates, but can steer away the estimate from the true value (unreliability limits the chance of validity as Krippendorff 2004a, pp. 212–214 famously illustrated). Indeed, many decades ago researchers in the forecasting business have come up with methods such as Delphi that do exactly that, cleaning out the informed from the uninformed respondents/experts (for an application of Delphi to estimating parties’ positions see Gemenis & van Ham 2014).","I do not have any disagreement with this, but as pointed above, ""more complicated"" does not necessarily mean ""more complicated statistical"" as there are several behavioral methods of aggregating multiple judgments. The meta-analysis of Rowe & Wright (1999) for instance, reviewed dozens of studies that showed the superiority of Delphi aggregation schemes over simple statistical ones."
632,6,"","","","","","",FALSE,"I do not have any disagreement with this, but as pointed above, ""more complicated"" does not necessarily mean ""more complicated statistical"" as there are several behavioral methods of aggregating multiple judgments.","Indeed, many decades ago researchers in the forecasting business have come up with methods such as Delphi that do exactly that, cleaning out the informed from the uninformed respondents/experts (for an application of Delphi to estimating parties’ positions see Gemenis & van Ham 2014). The authors sort of try to counter such arguments by citing studies that simple aggregation schemes perform as good as more complicated ones (p. 12), and by providing an analysis on their own data showing that simple means aggregation provides similar results to a more complex Bayesian IRT.","The meta-analysis of Rowe & Wright (1999) for instance, reviewed dozens of studies that showed the superiority of Delphi aggregation schemes over simple statistical ones. Bottom line is that the authors need to do much more convincing with regards to the superiority of crowdsourcing over other i) classic content analysis with trained coders, and ii) behavioral aggregation schemes such as Delphi."
633,6,"","","","","","",FALSE,"The meta-analysis of Rowe & Wright (1999) for instance, reviewed dozens of studies that showed the superiority of Delphi aggregation schemes over simple statistical ones.","The authors sort of try to counter such arguments by citing studies that simple aggregation schemes perform as good as more complicated ones (p. 12), and by providing an analysis on their own data showing that simple means aggregation provides similar results to a more complex Bayesian IRT. I do not have any disagreement with this, but as pointed above, ""more complicated"" does not necessarily mean ""more complicated statistical"" as there are several behavioral methods of aggregating multiple judgments.","Bottom line is that the authors need to do much more convincing with regards to the superiority of crowdsourcing over other i) classic content analysis with trained coders, and ii) behavioral aggregation schemes such as Delphi. This is not just for the sake of the debate but for reasons of efficiency."
